gene_name,WT2-Day5-EEC,WT2-Day5-SLEC,KO2-Day5-EEC,KO2-Day5-SLEC,WT3-Day5-EEC,WT3-Day5-SLEC,KO3-Day5-EEC,KO3-Day5-SLEC,WT2-Day8-EEC,WT2-Day8-SLEC,WT2-Day8-MPEC,KO2-Day8-EEC,KO2-Day8-SLEC,KO2-Day8-MPEC,WT3-Day8-EEC,WT3-Day8-SLEC,WT3-Day8-MPEC,KO3-Day8-EEC,KO3-Day8-SLEC,KO3-Day8-MPEC
Rps12-ps16,0,0,0,0,0.743414,0,0.54863,0,0.351809,0,0,0,0,0,0,0,0,0,0,0
Rps12-ps19,0.418096,0,0,0.150733,0.631136,1.49963,0.420411,0.163898,0,0.193057,0.485971,0,0.367996,0.7228,0,0.319814,0.207545,0,0,0.236211
Rps12-ps20,0,0.781386,0,0,0,0,0,0,0.146893,0,0.148291,0,0,0,0,0,0,0,0,0.352488
Rps12-ps21,0,0,0,0,0.198394,0.935078,0,0,0,0,0,0.360716,0.201973,0,0,0.29388,0,0,0,0
Rps12-ps22,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183871,0,0,0,0,0,0.138146
Rps12-ps23,0,0,0,0.581532,0.19776,0.226966,0,0.158665,0,0.182209,0,0,0,0,0,0,0,0,0,0.521692
Rps12-ps24,0.232526,1.441103,0.734031,0.568368,0.78553,3.269326,1.298492,2.37644,0.38142,0,0,0.582807,0.209283,1.868741,0.433584,0.180313,0.46967,0,0,1.152256
Rps12-ps26,1.029565,0.623566,0.501344,0,0,0.640115,0.272179,0.218882,0.426156,0,0.432892,0,0.230337,0,0,0.198422,0.474178,0.207643,0,0.211224
Rps12-ps3,200.590363,195.951539,169.878237,105.172451,219.454882,361.060874,205.762281,153.390479,143.05961,94.391108,120.245913,147.390643,88.82699,234.595018,111.18567,82.654165,160.004239,121.024874,121.265538,277.984455
Rps12-ps4,0,0,0,0,0,0,0,0.676855,0,0,0.496434,0,0,0,0,0,0,0,0,0.471607
Rps12-ps5,0,0,0.212781,0,0.241408,0.882408,0,0,0.350636,0,0,0,0,0.222517,0,0,0.202866,0,0.178386,0.367217
Rps12-ps6,0,1.161314,0,0,0,0,0,1.673501,0,0,0.786418,0,0,0,0,0,0,0,0,0
Rps12-ps7,0,0,0,0,0,0,0,0,0.154938,0,0,0,0,0,0,0,0,0,0,0
Rps12-ps9,0,0,0,0,2.098023,4.44728,0,0.51377,0,0,0.318875,0,0.488819,1.82204,0.377239,0,0,0.823908,0,0
Rps12l1,747.124149,1011.651656,847.584248,654.80109,1019.141788,2530.053269,1173.883083,1418.852717,857.220288,405.696372,462.428693,695.981152,512.07791,1529.568928,502.760809,326.330268,549.256946,534.879234,342.23153,1282.662234
Rps13,1073.205718,797.938038,815.370776,934.359282,1031.889346,1240.941021,698.699462,925.387589,988.908584,642.638281,780.886427,810.660315,704.83004,1241.953045,751.948598,546.093515,775.416337,824.765871,570.678352,1297.302308
Rps13-ps1,18.725446,0,4.3737,5.455686,3.794342,3.499811,0,1.054834,10.967738,4.431436,2.185717,0.653061,2.607567,0,2.922269,0,1.306007,0,5.136051,2.497657
Rps13-ps2,895.337324,422.67635,427.358655,444.401459,536.811052,122.817181,545.2165,389.109892,715.402507,474.446727,566.590108,562.756426,501.818035,690.336418,565.873079,453.670412,581.727168,570.882004,404.691157,569.391949
Rps13-ps4,0,1.514895,1.347088,0.257129,0,2.254371,0.856203,1.06165,3.118135,5.502009,1.695803,1.489961,1.361868,1.177773,1.693391,1.891214,0,2.051082,0,1.896127
Rps13-ps5,0.913165,0.430878,0,0.141295,0.598918,0.09836,0,0,0.641717,0.174906,0.301329,0.333694,0.347868,0.551884,0.157146,0.299363,0,0.503549,0.823574,0.122754
Rps13-ps6,0.160311,0.195145,0.160152,0,0.173609,0,0.33632,0.281187,0.647297,0.320785,0,0,0,0,0.145785,0,0,0.137229,0.132402,0.107134
Rps13-ps7,0.211133,0,0,0,0.224361,0,0,0,0.167812,0,0,0.181678,0.193105,0,0,0,0,0,0,0
Rps13-ps8,0,0,0,0,0,0,0,0,0.433271,0,0,0.157877,0,0,0.162393,0,0,0,0,0
Rps14,675.351205,148.968885,249.345849,332.446203,469.604163,129.787097,867.894815,349.330648,342.356697,217.638982,364.865915,455.13233,258.72931,109.861642,351.464949,303.437011,279.70116,192.990292,340.525067,163.336533
Rps15,1540.525556,994.052301,1083.033156,1113.312513,1217.266157,864.554186,981.45085,1060.075479,1506.777637,1016.565026,1153.909016,1193.757332,1083.259175,1623.075784,1136.406633,913.121271,1203.365672,1242.192335,889.091989,1591.038194
Rps15-ps2,0,0.437339,0.611784,0.585551,0.252766,0.571474,1.506056,0.15132,0.725584,0.730273,0.599916,0.154505,0,0.72087,0.502787,0.617736,0.549181,0.476796,0.700003,1.311596
Rps15a,1201.608794,1347.466135,1086.78948,713.743244,1740.996482,2905.87606,1576.158154,1512.287615,923.386782,454.410155,628.460597,813.69662,513.892972,1551.913381,594.570101,415.027825,664.074768,616.568392,414.476122,1263.68627
Rps15a-ps1,0,0,0.186877,0.402951,0.609353,0.43415,0.391798,0.335591,0,0,0.161043,0.501138,0.174721,0.858735,0.169545,0.150393,0,0.159313,0.153828,0.49264
Rps15a-ps2,0.190124,0.464734,0,0.187263,0.876106,0.673391,0.197059,0,0.461711,0,0,0,0,0.277239,0.344391,0.151018,0,0,0.311412,0
Rps15a-ps3,0.893078,0,2.8696,0,2.289118,3.287781,1.294402,0.492818,0.213242,0,0.217083,1.174329,0.546875,0.463204,0,0,0.88732,0.504775,0.33114,1.499074
Rps15a-ps4,0.5485,3.123906,1.176623,1.653419,3.779846,8.590191,1.63712,3.764652,3.459001,2.547799,0.652804,1.327137,1.117814,5.916685,2.10401,0.461772,1.135301,2.943119,2.283256,2.201154
Rps15a-ps5,0,3.932139,3.114853,1.844584,1.124297,12.168574,7.521316,2.709266,1.161761,0,1.657946,3.141212,0,7.886293,1.933397,0,1.392203,1.806583,1.737289,1.136072
Rps15a-ps6,1.587061,4.613767,2.388168,3.028847,3.49824,5.079216,6.548939,1.966261,0,1.515078,0.883428,2.046016,0.882245,1.356891,0,1.191754,0.364468,0.856844,1.129948,1.440053
Rps15a-ps7,4.111069,3.118988,2.848942,0.414462,4.120912,10.903263,4.025593,4.693681,0.688619,0.551768,1.344903,1.022893,1.443384,3.845189,0,0.496626,2.868731,3.517749,0.512225,2.236966
Rps15a-ps8,0,0,0.213923,0.150762,0.209855,0.988599,0,0.334809,0,0.192105,0.156897,0,0,0,0,0,0,0.164677,0,0.130138
Rps16,1025.209784,904.545873,905.074805,893.170408,890.575394,1120.934304,901.232145,1140.913898,1067.999797,746.26811,924.109563,935.697384,785.25844,1561.282085,836.355534,680.438232,926.295357,876.07705,680.44784,1382.052043
Rps16-ps2,569.319083,300.119514,358.145496,450.166207,311.364488,123.942069,358.680144,315.896724,432.921359,439.567184,567.689604,512.488517,448.9151,541.274503,487.169072,400.841719,513.993076,548.015038,412.35627,559.884466
Rps16-ps3,0,0.185151,0,0,0,0.089307,0.159495,0,0.123065,0,0.210279,0,0,0.146142,0.138759,0,0,0,0.148499,0.410922
Rps17,1981.400317,1969.240757,1831.533113,1376.485048,2354.751431,3605.778241,2169.542711,2251.554457,798.423063,523.030042,635.836988,816.583137,624.275476,1142.939632,719.045147,545.521619,750.347813,838.763625,577.054462,1235.857144
Rps18,155.641449,296.57454,182.495959,127.547933,128.292388,1283.40232,104.248651,363.750108,130.536894,102.838303,123.534742,104.389088,85.706471,261.470069,119.86486,68.628525,134.717699,106.9324,56.754692,97.677104
Rps18-ps1,0.822672,0.661402,1.269542,0.705262,0.848411,1.006469,0.887376,0.539723,1.789448,0.346799,1.44312,0.863886,0.53464,2.184306,1.095373,0.859863,0.544676,1.9582,0.402376,1.630917
Rps18-ps2,0,0,0,0,0.196096,0,0,0,0,0,0,0,0.169064,0,0,0,0,0,0,0
Rps18-ps3,1.576615,0.712763,0,1.713107,0,0.666495,0.25671,0.474367,1.026672,0.652465,1.617507,1.779561,1.586256,2.360848,0.893798,0.455241,1.344797,1.958088,1.047853,2.164314
Rps19,2069.383889,1744.558697,1994.921475,2029.260235,1990.341308,2374.255724,1938.838275,2334.361366,2041.561169,1833.164489,2593.572811,2352.83615,1810.88704,3574.894179,2195.77654,1799.317333,2567.530457,2410.051889,1692.034726,3430.195374
Rps19-ps1,0.799984,0.836727,0.751446,0.267474,1.290795,0.305936,0.618906,0.292524,1.41405,0.54114,1.476327,0.239592,0.507579,2.587972,1.475364,0.192428,0,1.125565,0.465285,1.397327
Rps19-ps10,0.158295,0.192911,0,0.379829,0.469794,0,0.171418,0.138194,0.90755,0.641441,0.129822,0.304362,0.298468,0.459459,0.149105,0.127855,0.153798,0.135998,0,0.219042
Rps19-ps11,0,0.19131,0,0.124935,0.511711,0,0,0,0,0.157359,0.514488,0,0,0.602444,0.143117,0,0,0.134741,0.130026,0.212964
Rps19-ps13,0.306158,0,0.153269,0.122188,0.166138,0.183142,0.322332,0.40409,0.496744,0.315991,0.378331,0.273353,0.431858,0.148966,0.280122,0.123392,0.146743,0.131712,0.25412,0.31277
Rps19-ps14,0,0,0.357613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.283411,0,0
Rps19-ps3,1.156185,1.281794,1.653294,1.529606,1.704865,0.819371,2.766439,1.882469,2.354476,1.108187,2.139124,3.081052,2.643656,2.625654,1.286696,0.279641,1.007673,3.627383,2.755813,3.53921
Rps19-ps4,0.660479,0,0,0.350204,0,0,0,0.174671,0.736466,0,1.275312,0.53932,0.628161,1.051552,0.24145,0.160723,0.276739,0.669491,0.240364,0.498455
Rps19-ps5,0,0,0,0.548086,0,0.291622,0,0,0,0,0,0.499678,0,0.187238,0.174207,0,0.358458,0.252233,0.165911,0.14439
Rps19-ps6,0,1.577677,2.861622,0,0.761341,0.734722,1.236856,1.662269,0,0.743349,3.512398,1.035626,0.289609,0.954843,0,0.583115,0.938875,0.624155,1.263219,1.989329
Rps19-ps7,0.607082,0.258993,0.552507,0.475671,0.858791,0.212799,0.372647,0.476819,0.293313,0.747404,0.990931,0.948547,0,0.538395,0.193372,0.139619,0.346298,0.157437,0.608055,0.852692
Rps19-ps8,0.335252,0.203525,0,0.263638,0.361819,0,0,0.437147,0.405301,0.169281,0.142836,0.182989,0,0.166774,0,0,0.158697,0,0.137077,0.11055
Rps19-ps9,0.591838,0.209216,0.367705,0.134974,0.371928,0,0.196017,0.305664,0.41674,0,0.419893,0.162992,0.159783,0.530878,0.415173,0.137772,0.163695,0,0.141251,0.460408
Rps2,655.67283,789.410986,708.345514,684.782121,847.394509,1350.656299,794.647119,1025.294589,398.387804,319.227466,381.888461,461.310506,359.119629,760.089819,376.115766,295.290795,392.093951,455.650168,320.750449,751.408163
Rps2-ps10,32.036432,49.872411,33.725009,32.535108,35.479303,93.69975,38.713269,41.673651,29.362374,23.061607,20.22441,22.070537,22.003111,41.280638,17.066998,15.520835,23.081915,25.786375,14.479556,33.860102
Rps2-ps11,0.147537,0.0734,0.201084,0.28139,0.289739,0.129238,0.069351,0.180342,0.060377,0.21569,0.05302,0.185105,0.242133,0,0.254898,0.167513,0,0.062601,0.111697,0.047914
Rps2-ps12,0,0,0,0,0,0,0,0.058567,0,0,0,0,0,0.190965,0.117418,0.052362,0,0.164815,0.162285,0.096315
Rps2-ps13,0,0,0.10604,0.098264,0,0,0,0,0.090274,0,0.107616,0,0,0,0,0,0,0,0,0.084932
Rps2-ps2,0.105254,0,0.141027,0.050591,0.186121,0.040925,0.059187,0.052598,0.045553,0,0.095922,0.156135,0.054298,0.056878,0,0,0,0,0,0.086346
Rps2-ps3,0,0,0,0,0,0,0,0,0.048372,0,0,0,0,0,0,0,0,0,0,0
Rps2-ps4,0,0.109946,0,0.077113,0.095703,0.22708,0,0.17169,0.420002,0,0,0.081735,0,0.105437,0.226841,0,0,0.157029,0,0
Rps2-ps5,0,0,0.204773,0.205542,0.201057,0.147781,0.071187,0.319941,0,0,0,0.137556,0.217972,0.23993,0.147813,0.055942,0.208989,0.193735,0.200868,0.076322
Rps20,542.646974,675.355328,638.697113,454.078065,778.97138,1803.275061,767.068576,846.738467,371.643418,200.708834,276.518392,397.098201,233.540937,864.562703,283.24009,161.88626,335.792744,323.759288,197.96992,849.708798
Rps21,1303.572402,1154.695833,1104.974078,697.22519,1551.413256,2252.508941,1497.872764,1299.635333,770.01434,394.166408,478.795878,588.028914,403.817783,1075.809434,488.533456,339.062889,517.797531,447.294905,354.041028,932.799782
Rps23-ps1,1686.187542,1696.188302,1600.985784,1059.096904,1846.328159,2273.327141,2251.456267,1827.155631,1645.155188,1074.118949,1459.254375,1454.456922,1126.286485,2099.790877,1290.728095,1017.290053,1420.981982,1283.25794,961.766381,1713.321999
Rps23-ps2,0,0,0,0,0,1.172787,0,1.038797,0,0,0,0,0,2.51706,0,0,0,0,0,0
Rps24,705.287835,402.31388,400.511809,278.971016,656.107688,270.354219,530.771971,260.233993,82.874511,67.669672,98.563464,150.106655,87.865247,93.780982,128.969276,75.342337,92.006945,182.117167,100.085087,183.331058
Rps24-ps2,0.600517,0.307395,0.222743,0.317153,1.110004,0.123707,0.414185,0.363486,0.329227,0,0,0,0.744764,0.39352,0.179129,0.32407,0,0,0,0.411667
Rps24-ps3,1.940712,3.89006,3.196797,1.679615,3.378898,3.4555,2.017808,4.5506,1.48689,0.290547,1.486712,1.84912,3.008536,3.577508,2.803759,1.815904,0.645871,1.207118,0.854737,3.818062
Rps25,2544.237867,1872.207721,1705.697761,1640.717376,2318.751555,2204.516173,1884.627936,1837.055734,1147.713495,847.123544,1044.958186,1124.183545,924.485284,1537.352084,1013.868337,882.597121,1178.32593,1315.989008,1145.845191,1681.859378
Rps25-ps1,1.255926,0,0.443597,0,0.380213,0.438804,0.361138,1.998992,0.309735,0.708569,0,0.394089,0.797288,0.890012,1.269364,0.665124,0,0,0.288058,2.230898
Rps26,687.529971,652.459681,584.486081,537.824158,784.216678,685.234393,632.77259,727.867401,313.513405,214.908658,256.172715,402.116692,237.775601,572.670694,292.423595,210.184197,301.568932,345.033218,231.640401,679.224576
Rps26-ps1,527.251836,313.70416,392.54274,306.159793,547.997168,16.911493,357.615755,213.732408,235.214959,180.036623,229.816065,256.314611,224.757409,291.322835,246.946138,181.617176,264.955193,282.450827,206.987746,289.077256
Rps27,693.109039,909.95201,825.381513,641.655168,1059.951766,1648.232461,921.384351,958.61888,1455.267523,976.958946,1137.29378,1184.246555,838.220011,2158.46257,1060.186616,790.121421,1365.8778,990.259498,631.431554,1486.568223
Rps27-ps1,0,0,0.858089,0.305916,0,0.251355,0,1.05486,0,0,0.649871,1.448048,0.652379,1.676893,0,1.06797,1.200655,0.327516,0,1.02131
Rps27a,2104.996801,2388.630591,1974.385697,1154.514922,2947.257964,5070.397512,2631.496375,2354.740711,994.285894,563.973816,783.392047,882.265789,590.01769,1610.060721,772.107241,510.45558,886.693283,746.114955,535.682041,1437.807781
Rps27a-ps1,0.140192,0.70596,0.713423,1.270245,0,0.606246,0.596707,0.124946,0.695718,0.143234,0.352284,0,0.668615,0.414547,0.25963,0.114377,0.135606,0,0.472954,0.295929
Rps27a-ps2,585.929981,453.048557,367.890866,228.17725,585.182685,5.375275,462.988758,149.659879,158.492285,135.485068,221.543564,239.011764,116.604251,132.420151,205.900394,139.354496,264.814272,249.21434,121.556774,51.887234
Rps27l,4706.050192,4612.24043,3688.678791,2525.640276,5532.409981,4642.044513,4415.901863,3646.424514,2013.386657,1192.934401,1449.445644,1372.189749,1046.10315,1383.338187,1597.326635,1233.210938,1575.559692,1366.021938,1116.704347,1429.013829
Rps27rt,2170.136957,2343.299655,2390.430459,1464.103905,3111.347879,2532.529112,3305.55508,3118.842075,3508.783375,2122.675067,3584.807152,3909.008161,2230.668245,7075.715267,2645.377833,1958.950956,3351.884093,2416.701889,1917.320597,4929.511879
Rps28,1532.048685,1371.228673,1304.013307,1112.441995,1670.499213,2525.337669,1395.074767,1544.253576,1036.107815,668.628736,887.27318,965.003703,656.040802,1597.712054,813.546338,549.268593,868.65658,948.950328,559.469753,1583.866383
Rps29,3154.137731,2820.941858,2645.231835,2091.649846,3899.484662,2594.835025,3244.362384,2970.311975,1596.934692,972.660743,1117.424761,1499.116372,1058.95653,2089.758029,1188.352376,873.639999,1225.410594,1391.903664,1014.699913,2107.54548
Rps29-ps,0.726136,0,0,0.524317,0.788661,0,0,0,0.599731,0,0.523487,0,0,1.277495,0,0.575593,0,0,0,0.828824
Rps3,292.343426,337.893791,382.984068,373.241756,381.407237,288.428412,371.288502,386.012326,271.239906,324.910183,331.774555,335.155181,339.677329,481.205959,288.922523,305.862151,329.205926,340.028115,293.848582,463.870194
Rps3a1,1353.344282,1592.557066,1544.371111,1029.949354,1773.936182,2419.30242,1947.420293,1675.688294,830.42673,726.648316,768.102062,943.287162,814.000611,1584.365796,772.134615,707.925007,868.743623,849.90941,706.532826,1249.129178
Rps3a2,2.35821,1.591286,0.594075,0.394739,2.323434,1.621141,1.824739,1.668728,1.203589,1.159557,0.993737,0.256161,1.133281,1.883798,1.304467,0,0.547432,0.720293,0.541543,1.051357
Rps3a3,1.01105,1.012584,1.071701,0.582101,0.99023,0.87774,0.968325,0.877175,1.196806,0.317446,0.269914,1.276821,0.932672,2.248757,0.480658,0.285318,0.882585,0.82173,0.805868,1.122026
Rps4l,0.142223,0.293149,0.510603,0.300003,0.656397,0.276436,0.134807,0.186118,0.329765,0.155139,0.841244,0.282426,0.859234,0.844579,0.370315,1.033965,0.72181,0.253089,0.299467,0.309466
Rps4l-ps,0,0,0,0,0,0,0,0,0,0,0,0,0.062406,0.157562,0,0,0,0.064873,0,0.049461
Rps4x,1258.955232,1213.113183,1124.952847,887.041552,1381.32237,1695.729548,1250.441562,1228.91349,845.336866,611.502283,711.480363,847.753003,709.309556,1484.252368,718.227729,544.694909,784.366023,756.478722,558.859521,1245.081358
Rps4x-ps,0.5643,0.363618,0.269821,0.30649,0.915146,0.341591,0.667404,0.636408,0.195352,0.312877,0.239528,0.329809,0.491398,0.141398,0.319666,0.128194,0.065398,0.430624,0.333955,0.810336
Rps5,842.695105,755.431195,719.316314,770.912995,763.134926,796.854658,651.488872,764.70172,753.898482,671.438248,837.674613,817.777794,710.774419,1170.587694,789.156438,641.862914,866.160525,828.783263,642.07445,1120.429148
Rps6,976.60684,1234.835814,1207.95661,923.740153,1207.527411,1702.694924,1264.402198,1385.196674,798.602905,678.925537,703.920686,770.35637,742.611844,1332.572103,677.433581,597.702114,748.066414,746.131034,642.380816,1184.85634
Rps6-ps2,0.142787,0.09457,0.079954,0.18254,0.510659,0.439278,0.085186,0.573128,0.149083,0.389619,0.167757,0.206289,0.1755,0.099181,0.070413,0.137399,0.088325,0.186937,0,0.327632
Rps6-ps3,0.508506,0.224691,0.439515,0.354061,0.346977,2.35577,1.347599,0.609067,0.506097,0,0.356969,1.002571,0.525961,1.690364,0.744023,0.888117,0,0.548695,0.34915,0.985788
Rps6-ps4,373.857922,266.195452,318.925099,315.974852,364.283326,0,364.921579,215.000933,145.554782,243.531388,270.746675,392.039814,301.601786,397.474447,280.598949,258.829623,251.846654,349.514869,266.105481,356.030723
Rps6ka1,3.901991,6.521956,4.939869,7.933956,4.999693,5.567685,6.482445,8.608994,9.725074,12.622517,5.697131,9.690484,15.316381,10.422228,10.163821,13.48132,8.130243,10.716466,12.783075,9.106342
Rps6ka3,6.5198,9.331937,9.311492,8.904448,8.732179,11.34476,9.014616,9.99916,6.30841,8.354579,4.436951,7.285414,5.692448,7.704469,5.421997,5.836025,3.66944,4.651434,9.413862,8.829843
Rps6ka4,2.405896,4.638961,3.004112,4.165288,2.924923,6.701732,4.128042,6.488028,3.059061,2.684463,2.097106,2.605462,3.604586,4.409858,2.529844,2.547346,2.187583,2.80142,2.93229,3.799668
Rps6ka5,2.240873,3.866424,3.306092,4.412082,3.426419,6.830253,3.410362,5.456385,3.123781,1.752143,1.402589,2.805706,3.238169,2.307593,1.808928,2.103028,2.142161,1.953382,2.957822,2.434105
Rps6ka6,0.243712,0.116515,0.16326,0.178707,0.339564,0.602634,0.501542,0.348419,0.084188,0,0,0.029251,0.087747,0.104428,0,0,0.01947,0.061149,0.014528,0.066614
Rps6kb1,26.626042,30.324738,31.772596,18.435867,29.895189,37.867513,35.863078,27.189853,14.645038,12.580877,15.207602,16.133641,14.298186,17.76595,13.076687,13.215576,15.130231,16.084958,15.22771,18.632038
Rps6kb2,0.959865,1.832811,2.774434,3.217197,1.039916,4.509238,1.747159,5.237385,3.052072,2.065252,0.883155,1.33292,1.71452,1.880503,0.635166,1.869591,1.250915,0.786283,1.652191,3.153878
Rps6kc1,0.336457,0.229991,0.362907,0.51391,0.39084,0.294387,0.188856,0.250187,0.948541,1.412121,0.355922,0.546225,0.332944,0.626323,0.259985,0.347275,0.252382,1.047158,0.254216,0.708109
Rps6kl1,0.514518,0.385752,0.395003,0.552713,0.482816,0.871182,0.300629,0.356776,0.564702,0.202957,0.298161,0.616899,0.428283,0.732275,0.374226,0.255323,0.253311,0.343014,0.367031,0.941662
Rps7,865.25314,766.307824,774.936638,630.280122,928.42127,1696.829549,940.508607,1006.511258,712.612053,462.550056,591.304196,678.676218,493.094754,1167.362783,527.614705,405.217638,611.237535,512.771661,426.585414,1047.620881
Rps7-ps1,0,0,0,0,0.202081,0,0.203539,0.161356,0,0,0.151226,0,0,0.354886,0,0,0,0,0,0
Rps7-ps2,0.032368,0,0.106792,0,0.037545,0,0.077041,0.067935,0,0,0.124653,0.032944,0,0.185162,0.031609,0,0.097651,0.152636,0.152702,0.146633
Rps8,1193.826931,1511.296805,1328.25023,979.831508,1519.021732,3228.368644,1543.344462,1754.557518,786.66122,526.185344,583.507568,715.965008,576.526606,1325.868923,603.023857,487.734901,653.808836,697.477599,491.976892,1164.208744
Rps8-ps1,1.370136,1.285991,1.347345,0.633916,0.847117,0.475353,0.350918,2.026454,0.846248,1.237363,0.477434,0.71576,0.14517,0.989878,0,1.004903,0.720407,0.131253,0.902146,0.744913
Rps8-ps3,0.160077,0.297597,0,0.069244,0.180758,0.463359,0,0.193196,0.550342,0,0.069652,0.077997,0.079487,0.087155,0.076639,0,0,0.296775,0.071741,0.061353
Rps8-ps4,0,0.800641,0.534891,0.247134,1.22334,0.54677,0.143419,0.283459,0.49242,0,0.394221,0,0,0.771792,0.584188,0.122149,0.31793,0,0.110225,1.081313
Rps9,553.163772,665.528139,713.210583,516.88191,712.365873,958.11615,781.479277,793.015217,459.77463,407.144225,456.781974,523.552407,413.264075,920.277635,401.247517,356.554681,473.623421,502.213674,332.713671,748.183848
Rpsa,704.434547,852.435826,859.007107,878.436908,813.771006,1038.481473,928.165515,1129.080239,635.770193,538.381875,539.539291,672.267134,620.383397,1159.880038,567.657328,452.615474,582.26694,654.283832,465.237805,1072.393964
Rpsa-ps1,0.523499,0.502702,0.296595,0.551303,0.072835,0.633684,0.302816,0.657249,0.707742,0.290445,0.371641,0.403301,0.541308,0.072073,0.194753,0.179304,0.128416,0.487544,0.184857,0.395366
Rpsa-ps10,92.936256,38.28273,65.820229,60.499519,47.45614,0.245882,26.93676,0,30.490867,67.217688,61.583454,62.231922,73.209569,79.051067,65.639824,60.356003,68.331581,88.625402,57.977689,52.620794
Rpsa-ps11,0.29527,0.235478,0.631947,0.424025,0.131575,0.602444,0.323273,0.316599,0.465125,0.189046,0.291204,0.125168,0.289985,0.429437,0.111689,0.12577,0.21212,0.238864,0.204789,0.37414
Rpsa-ps12,0.196674,0.642336,0.359302,0.221623,0.148568,0.175859,0,0,0.389802,0.28682,0.058132,0.170511,0.52781,0.305028,0.126346,0.052893,0.147194,0.305523,0.116659,0.24338
Rpsa-ps2,0.539778,1.516224,0.791188,0.57562,0.153139,1.142637,1.300564,2.279464,0.113344,0.269352,1.06966,0.638782,0.915696,0.757063,0.591404,0.136981,0.147986,0.563028,0,0.815315
Rpsa-ps3,0.105005,0.195122,0.336453,0.288952,0.120977,0.240807,0.060008,0.318638,0.420339,0.057062,0.140908,0.16352,0.21206,0.391005,0.104971,0.137124,0.106535,0.143723,0.189045,0.477068
Rpsa-ps4,0.265007,0.074823,0.497738,0.177256,0.587339,0.391712,0.533212,0.609843,0.232383,0.248251,0.208504,0.322319,0.132782,0.418593,0.171134,0.127165,0.108219,0.238608,0.209037,0.280546
Rpsa-ps5,0.055038,0,0.427929,0.101877,0.062887,0.457491,0,0.460494,0.253513,0.12397,0.153233,0.198715,0.114426,0.53902,0.166116,0.047748,0.055722,0.104041,0.101326,0.312466
Rpsa-ps9,0.491214,0.437592,0.38568,0.749493,0.859648,0.395754,0.803171,0.827128,0.183673,0.125301,0,0.484979,0.557272,0.626412,0.723243,0.066184,0.120436,0.767124,0.246013,0.650957
Rptn,0,0,0,0,0,0,0,0,0.11737,0,0,0,0.009061,0,0,0.054963,0,0.008117,0,0
Rptor,0.303976,0.573372,0.331787,0.643098,0.489438,0.972486,0.622441,0.562931,1.297366,0.764331,0.788086,0.79329,0.919723,0.674376,0.594614,0.759621,1.121988,0.672826,0.950539,0.952228
Rpusd2,0.41268,0.467908,0.241164,0.31274,0.697598,0.594511,0.433344,0.550613,0.236286,0.324988,0.356157,0.355775,0.356424,0.779392,0.275322,0.185255,0.185222,0.242844,0.308413,0.314501
Rpusd3,4.639841,3.594615,5.713144,8.06064,2.053644,0.774247,2.219001,1.624711,4.70881,10.142814,8.825804,10.738768,13.121648,6.860146,7.963303,14.782527,7.114267,14.069586,17.290404,8.056827
Rpusd4,3.416715,4.429394,5.262537,4.509763,4.582527,9.456328,5.075652,6.665074,2.9916,4.583629,3.570129,4.117577,4.821345,7.814597,4.357255,4.651255,4.076408,3.199396,4.412958,6.445185
Rrad,1.61435,2.471558,3.123835,3.19725,2.480026,3.452132,2.44571,3.186174,3.061647,5.053392,2.9752,4.399055,4.998958,8.987069,2.928415,3.880959,4.514232,6.073206,3.905212,9.852137
Rraga,7.344897,8.381926,7.105286,7.789176,8.658482,12.763059,8.257618,8.073402,3.32155,8.562167,6.205355,5.32337,7.571721,6.454314,5.517681,9.124705,6.071473,6.491493,6.615482,7.541085
Rragb,6.148619,6.309263,4.201597,3.015256,6.813817,6.398152,4.521704,2.116792,2.360732,2.46985,3.40152,3.003678,1.598751,3.722788,2.759776,2.565826,3.604978,3.451449,2.263526,3.374617
Rragc,14.465479,19.512864,16.020307,15.221516,16.853207,20.038629,15.964053,17.884622,12.216287,12.702205,11.719564,12.498476,15.579523,15.377649,11.733156,15.019199,13.548379,10.325087,15.54708,14.869067
Rragd,0.034082,0.031047,0.096839,0.034486,0.026106,0.117329,0.069196,0.054069,0.265677,0.035208,0.069722,0.128064,0.049558,0.82855,0.062915,0.008847,0.082676,0.147036,0.075218,0.108567
Rras,3.625904,5.470165,6.062957,18.225737,3.424867,5.490983,5.567607,13.726302,7.787085,34.874265,19.491732,14.894833,49.419005,20.886814,16.919726,40.56719,14.522454,18.105097,47.138477,16.381432
Rras2,24.323567,39.540288,31.119749,38.267423,31.544293,60.971076,36.856327,45.744674,10.506652,14.901441,10.109831,9.693877,17.816703,13.662864,11.668266,17.021719,12.70074,13.083588,17.509434,13.830486
Rrbp1,9.868503,15.341179,9.831234,14.515576,14.003821,23.671478,10.787514,20.351797,11.115397,10.792018,6.32941,7.878989,14.651822,10.806745,6.934723,9.69403,6.753576,7.030096,10.057508,10.046227
Rreb1,0.296775,0.348365,0.456448,0.29689,0.327424,0,0.467514,0.529457,0.07297,0.434021,0.600791,0.821873,0.132928,0.904626,0.031391,0.525347,0,0.38665,0.618694,0.714181
