gene_name,log2FoldChange,padj
Pnisr,-0.349035559,0.001424043
Arhgap26,-0.350070387,0.027457763
Gm12250,-0.350104354,0.025488681
Fnip1,-0.350390842,0.042904701
Nktr,-0.350541583,0.001218654
Capg,-0.350596266,0.016490487
Gtpbp2,-0.351619261,0.001567739
H2-Q5,-0.351736288,0.020183219
Zcchc6,-0.352108303,0.010195621
Vcl,-0.352154902,0.036120492
Cwc25,-0.353133856,0.01825593
Gcfc2,-0.353698212,0.030130014
1300002E11Rik,-0.354711613,0.017927027
Ezh1,-0.354852115,0.005046101
Gdf11,-0.354871315,0.025486615
Kat6b,-0.355910822,0.024064933
Gm7809,-0.35630267,0.005590359
Rbm25,-0.356869778,0.000454756
2310033P09Rik,-0.357837945,0.011490323
Gimap7,-0.358471478,0.027277645
Tmem156,-0.358892045,0.009883989
Mbd5,-0.360186925,0.001735354
Zfp326,-0.361277504,0.001513226
Fasl,-0.36138972,0.019002536
Cish,-0.361419845,0.004027883
Kctd17,-0.361595099,0.011764139
Gm16439,-0.361913235,0.021703984
Peak1,-0.362169528,0.012395639
Ppp1r15a,-0.362424687,0.040001365
Zc3h13,-0.362590974,0.003882771
Parp9,-0.362976153,0.012711891
Rnf20,-0.363559058,0.015373639
Cd274,-0.363756211,0.01790616
Gm14586,-0.364741654,0.009111771
Gmfg,-0.364778175,0.002045529
Fam195b,-0.365128266,0.009503008
B3galt4,-0.366041735,0.040465003
Zrsr2,-0.367265657,0.009797074
Supt5,-0.367312203,0.008108172
Gm42449,-0.367697563,0.049279548
Gramd3,-0.36773109,0.035930963
Phactr2,-0.368911144,0.004949033
Arid4b,-0.369991643,0.04514327
Smyd3,-0.370086348,0.012564175
Capn15,-0.37015082,0.004663982
Itga3,-0.370356341,0.031587951
Rnf167,-0.37058496,0.004883856
Piezo1,-0.371064848,0.001516524
Mob3b,-0.373404973,0.007013913
Amica1,-0.373676949,0.03955871
C920009B18Rik,-0.374479755,0.034486847
Igtp,-0.374509682,0.013301766
Llph,-0.374755291,0.001758132
Safb2,-0.375568314,0.010203653
Peo1,-0.376058554,0.008888923
Gbp5,-0.37645153,0.01138035
Anp32a,-0.377134771,0.00452785
Zc3h12c,-0.377167156,0.02368972
Mylpf,-0.377667682,0.005011624
Malt1,-0.378617861,0.003819774
Arl4a,-0.378759497,0.000114844
Leng1,-0.379706996,0.014264379
Mfhas1,-0.380608579,0.002018481
Spopl,-0.381369016,0.025662778
Snhg1,-0.381521872,0.048963917
Tbca,-0.382461938,0.017410398
Prr3,-0.382720396,0.002372431
Parp14,-0.38292756,0.031433022
Sipa1l3,-0.383304113,0.013965812
Golim4,-0.383744626,0.022175811
Cers4,-0.383792835,0.012786628
Mdp1,-0.384579445,0.002034329
Gas8,-0.385405115,0.028692486
Gm4955,-0.385426575,0.040325373
Rbm8a,-0.385926469,0.036868966
Arhgap30,-0.38599449,0.022543642
Akap8l,-0.386335388,0.011229694
Akap13,-0.388254085,0.020216832
Tmem80,-0.389542324,0.017915218
Pcca,-0.39110911,0.018343584
Sp110,-0.392379064,0.01449089
Gbp4,-0.392441927,0.002684143
Hic1,-0.392667845,0.03900386
Inpp1,-0.393492644,0.019519773
Fyb,-0.393710199,0.017064793
Ppip5k1,-0.393944534,0.024056855
Impa2,-0.394725145,0.01815421
Gm43462,-0.394940401,0.04454283
Prpf38b,-0.396043017,0.007762957
Gm8369,-0.396564175,0.019313103
Ifi203,-0.396794821,0.01824427
Gm8797,-0.397802474,0.016932603
Gm8894,-0.398483658,0.007386798
Map7,-0.399031314,0.017618377
Zfp62,-0.399263077,0.005812819
Erich1,-0.399758375,0.009527693
Map3k8,-0.404491993,0.015247894
Gm43331,-0.40520855,0.047435119
Zcchc17,-0.405765955,0.000588297
Zfp212,-0.406616822,0.010545285
Enc1,-0.40692265,0.026457077
Hvcn1,-0.407110559,0.020569853
Oraov1,-0.408755632,0.045527238
Tnfsf9,-0.408884973,0.016605086
Rasgef1b,-0.409683055,0.023150755
Traf3ip1,-0.412532559,0.00085046
Eif5b,-0.413756913,0.011252451
Fam199x,-0.413847271,0.043823541
Gm12428,-0.414868033,0.002247561
Ddx58,-0.415937064,0.035810974
Apobr,-0.416455434,0.000905982
Ghdc,-0.416570944,0.043906582
Pdcd1lg2,-0.41662322,0.047271449
Chd6,-0.421065945,0.028896701
Samhd1,-0.421259113,0.01054482
Sfi1,-0.422360824,0.018922647
Plec,-0.422641292,0.035514563
Gigyf1,-0.422989619,0.033213853
Tnnt1,-0.423361375,0.023278516
Pttg1,-0.424254805,0.005822703
Bod1l,-0.424365406,0.022087508
Vps13d,-0.424457314,0.022524284
Rgs1,-0.424747331,0.018311368
Ap4m1,-0.424855837,0.005638414
Uba52,-0.425008479,0.0088405
Vamp8,-0.42518812,0.00361486
Car2,-0.425455216,0.033432267
Sugp1,-0.426223782,0.000455436
Egr2,-0.427375836,0.019955318
Snrnp35,-0.427738069,0.02689478
Gm9844,-0.428238839,0.016709436
Gm5914,-0.428545529,0.04685489
Gata3,-0.429116527,0.000696689
Tgtp2,-0.429661527,0.026339575
Zbtb38,-0.429713248,0.005776204
Oas3,-0.430631309,0.038417908
Inf2,-0.431458721,0.045642786
Ube2v1,-0.432754157,0.002165707
Dnaja4,-0.43395775,0.000708201
Gm15204,-0.435868189,0.042115251
Tcf7,-0.437501797,0.033087642
9130011E15Rik,-0.437700716,0.013596629
Epb41l2,-0.437984775,0.01238954
5430427O19Rik,-0.438012814,0.01928926
Cd69,-0.440117021,0.023376899
Cdk11b,-0.440184815,0.001502976
Stat4,-0.440570049,0.019115815
Tbcc,-0.440688124,0.015708389
Fbxl20,-0.441686917,0.026599326
Dnmbp,-0.443428597,0.009006447
Fam214a,-0.443611121,0.044837782
Slfn2,-0.44511619,0.015035955
Zfp513,-0.446151349,0.014195091
Ahnak,-0.446168323,0.002568737
Gm5815,-0.446718718,0.008078919
Mthfr,-0.447409994,0.000819828
Prkce,-0.448551592,0.011827658
Slc28a2,-0.448970045,0.012617703
Styk1,-0.449958674,0.031043162
Klc2,-0.450172846,0.022531775
Klhl6,-0.450174257,0.001671752
Samd9l,-0.450405717,0.002636887
Ankrd37,-0.450665229,0.014215891
Trim26,-0.45105309,0.000470825
Sh3pxd2a,-0.452375419,0.007229264
Tlcd1,-0.452776544,0.003787214
Slc2a9,-0.452882521,0.049725335
Herc6,-0.45388376,0.031454814
Znhit6,-0.454263722,0.008427707
Arap2,-0.454539008,0.003281546
Trafd1,-0.455318718,0.045443011
Chd3,-0.456210483,0.00260388
Tbc1d23,-0.456530102,0.023309409
Treml2,-0.45955739,0.011132152
Wdr44,-0.460486253,0.040127418
Zfp768,-0.462209243,0.014539109
4732416N19Rik,-0.462641586,0.034340753
Eif2ak2,-0.463064012,0.022073554
F2rl2,-0.46396587,0.008103615
Gm42798,-0.464248807,0.029056168
Lysmd3,-0.464260906,0.010970648
Eps8,-0.464972816,0.047579872
Isg20,-0.466681458,0.009035111
Gm17066,-0.467478914,0.022573543
Atg13,-0.467485281,0.03514434
Gimap8,-0.467572844,0.027213934
Ttc5,-0.46780468,0.018471421
Fgd3,-0.469115694,0.009344888
Rplp1,-0.469391121,0.007794985
Gdi1,-0.469935683,0.001360112
Pdcl3,-0.470107353,0.001830166
Evi2a,-0.470961187,0.012919709
Bzrap1,-0.471037683,0.031479038
AI987944,-0.472293087,0.004549681
Akr1c13,-0.47242529,0.030973576
Tnfsf14,-0.472461669,0.035808255
Gm15770,-0.472822816,0.023695619
Ddx60,-0.474652606,0.033858436
Aff3,-0.475327616,0.031754318
Dennd5a,-0.476854704,0.019976439
Hnrnpll,-0.477015859,0.001956784
Stat2,-0.47713306,0.037514626
Gm37238,-0.478880159,0.044733361
Gm12844,-0.479067138,0.02994216
Thnsl1,-0.479288473,0.045760891
Bbc3,-0.481463679,0.003345116
Eml5,-0.482441557,0.000464713
Orai2,-0.482652838,0.00531979
Gimap3,-0.482672406,0.002884872
Zfp821,-0.483351831,0.049984609
Snrpg,-0.484034152,0.048443656
Myo1e,-0.485560528,0.005222382
Tomm6,-0.485607124,0.008852574
9930111J21Rik2,-0.487258711,0.039665733
Plcg1,-0.488855226,0.01025983
Il10rb,-0.48895053,0.031457551
Cmya5,-0.488979553,0.009159172
Gm38120,-0.489085238,0.040274843
Rnpepl1,-0.489320675,0.020431741
Cdyl2,-0.489623421,0.007517563
Casp6,-0.490442428,0.033039854
Hectd2,-0.492426536,0.01977859
Ctso,-0.49285594,0.031297187
Gbp6,-0.493139083,0.015736756
Esf1,-0.494043591,0.028241696
Chd2,-0.494814398,0.01524677
St3gal2,-0.496806504,0.029048884
Cspp1,-0.49759439,0.001839896
Sumo1,-0.498331455,0.002250706
Tle4,-0.498652267,0.021014145
Kctd2,-0.501261326,0.033650352
Dhx57,-0.503006933,0.016799206
Baz2b,-0.503350455,0.00163611
RP24-344N22.4,-0.504415186,0.0202514
Jun,-0.507096097,0.043606783
Nfkbiz,-0.507349958,0.00873028
Ppp2r3a,-0.508065787,0.043135445
Abcb1a,-0.508129115,0.030249927
A330023F24Rik,-0.508141634,0.012602992
Fra10ac1,-0.50846386,0.033734043
Slc26a6,-0.509907502,0.04260287
Tnp2,-0.51027455,0.029909046
Gm9434,-0.513345621,0.007540258
Utrn,-0.513961066,0.004718332
Rbm8a2,-0.514429713,0.000698734
Cyth1,-0.517799032,0.011925994
Lyrm2,-0.518192697,0.010684868
Gm43813,-0.518917974,0.012222985
Nedd8,-0.519173689,0.032164582
S100a13,-0.519961709,0.003809694
Gm29216,-0.520409753,0.00318394
Nuak2,-0.522009066,0.010271035
Gm14044,-0.523338913,0.024552243
Gm43747,-0.523622893,0.033183948
Gimap9,-0.524158332,0.010724878
Sp100,-0.524838809,0.013885474
Gm12693,-0.525931287,0.003773897
Mgst2,-0.525956,0.035673365
Gm8185,-0.526983401,0.012464196
Fam32a,-0.528061572,0.001030858
Grap,-0.52950126,0.020975482
Ccdc191,-0.533160592,0.013876371
Gnb4,-0.533716058,0.007718871
Prkca,-0.53429442,0.012818284
Gm20559,-0.535253446,0.031933919
Gm8995,-0.535352816,0.008154764
Cyb5a,-0.535615194,0.00561907
Stap1,-0.53569061,0.005398714
Il7r,-0.538254456,0.046068158
Zfp608,-0.53834445,0.018441031
Gm43672,-0.539450419,0.045138815
Gm7984,-0.540069242,0.008150347
Filip1l,-0.543102555,0.021644001
Rltpr,-0.543110016,0.0072241
AI413582,-0.543309635,0.032763897
Rai14,-0.544136638,0.00043537
Tbc1d30,-0.544821533,0.036853709
RP24-490A22.9,-0.54535318,0.045398282
Ankzf1,-0.545453695,0.002338188
Ccr7,-0.548227557,0.029157778
Trp53inp1,-0.548870073,0.044525236
Dgka,-0.549070734,0.035874377
Fam46a,-0.549426379,0.002505294
Ccng2,-0.550905936,0.03484704
Ms4a4b,-0.551295059,0.006018791
Mrps11,-0.552668066,0.000599006
Gm38062,-0.552785763,0.015597027
Isg15,-0.554037344,0.030817621
Engase,-0.555175568,0.018202409
Nudt13,-0.556128217,0.007112674
Gm42548,-0.556496568,0.01997253
S100a1,-0.556571685,0.011230323
A630072M18Rik,-0.556631257,0.009242563
6330418K02Rik,-0.556768722,0.0186916
Brdt,-0.557744936,0.038409222
Ttc39c,-0.557930325,0.031672715
Mndal,-0.558569988,0.002903637
Kif3a,-0.560271257,0.019676128
Gm4759,-0.560774917,0.00135178
Gm8991,-0.560981285,0.005410416
Gm37423,-0.563814946,0.039124747
Gm21781,-0.564604818,0.040787599
Lancl3,-0.565522501,0.003739721
mt-Rnr2,-0.565546799,0.015886463
5530601H04Rik,-0.565629864,0.003446449
Gm5472,-0.565647543,0.026883173
Gm18889,-0.565656276,0.002783289
Fcf1,-0.565727641,0.008504284
Gas5,-0.56584814,0.020102982
Lsp1,-0.565874529,0.000459447
Gm6088,-0.566888866,0.001575513
Ccdc92,-0.56709795,0.000922662
Slfn8,-0.567140019,0.024248925
Gm36989,-0.569313321,0.017392658
Gm37653,-0.572403458,0.047744544
Trim12a,-0.573277366,0.038784355
BC005561,-0.574597303,0.037923228
Rpl5,-0.574981863,0.040940554
Iffo2,-0.575693186,0.040859831
RP23-152B12.1,-0.576306931,0.005670237
Zrsr1,-0.576690452,0.024453764
Gm21992,-0.577025162,0.036838117
Egr3,-0.577126476,0.011348528
5830432E09Rik,-0.577294426,0.024482107
Gm44292,-0.578756722,0.036763138
Gm43484,-0.578811651,0.016853786
Uqcrh,-0.579011829,0.001503639
Pecam1,-0.579132707,0.008051926
Phldb1,-0.579956157,0.040056567
2010016I18Rik,-0.580155758,0.036891683
Unc13a,-0.58160523,0.030467688
Ccrl2,-0.58180587,0.001999025
Myo18a,-0.582350548,0.01524366
Itpr2,-0.584042817,0.025937034
Sh3bp5,-0.590303681,0.00150558
Gm43817,-0.590335214,0.007867546
Ms4a6b,-0.59256012,5.1E-05
Neat1,-0.593146418,0.000126248
Malat1,-0.594563798,0.006643153
Lars2,-0.594649656,0.00336871
5031425E22Rik,-0.594690576,0.00792194
Maml2,-0.598176745,0.031395567
Ccdc173,-0.600752544,0.010845867
Gm4951,-0.601539323,0.019946835
D430013B06Rik,-0.601801292,0.016474866
Gm4617,-0.603334673,0.037534751
Ssbp2,-0.606018107,0.001771426
Gimap4,-0.608324887,0.012160939
Smarca2,-0.60879085,0.028269992
RP24-225H21.2,-0.611523555,0.007628285
Podnl1,-0.612510754,0.031382028
Mllt4,-0.613403248,0.031471928
9930111J21Rik1,-0.6140839,0.035021202
Gm9575,-0.614530265,0.022176447
Psenen,-0.615365589,0.00532905
Ypel3,-0.617416997,0.020937945
Hbegf,-0.618301095,3.18E-05
Trbv5,-0.619696263,0.01806054
Rabgap1l,-0.621692179,0.004883624
2810454H06Rik,-0.623814072,0.00097991
Acot10,-0.625482683,0.027796935
Plekha8,-0.626385441,0.00519469
Micall1,-0.628412612,0.042672108
Gm14131,-0.63216115,0.027079355
Il12rb2,-0.632361655,0.000224178
Wdr5b,-0.632523746,0.028981318
Pde1b,-0.636495504,0.012867099
Mtm1,-0.636799502,0.026562614
Anp32b-ps1,-0.636871877,0.001730796
Ms4a4c,-0.638607929,0.039809682
Tnfaip8l1,-0.640853156,0.009682424
Trim12c,-0.641934223,0.013215468
Crmp1,-0.643624939,0.021391778
Pou2f2,-0.643816356,0.000205844
Scp2-ps2,-0.645641705,0.042180243
Art4,-0.645968331,0.02452196
Gm37248,-0.646761421,0.048511188
Gm10076,-0.647564331,0.00511187
Gm26853,-0.649434319,0.047684722
Adamts6,-0.651607707,0.008592969
Rnasel,-0.653871668,0.005531614
Gm37510,-0.654039911,0.035245834
Sla,-0.654831259,0.008387117
Ccdc12,-0.655508398,5.91E-05
Bloc1s1,-0.656384981,0.001588263
Gm24727,-0.656561035,0.032994673
Fahd1,-0.656729785,0.044202255
Ing4,-0.657315467,0.03953692
Clec2i,-0.657884587,0.008378918
Eif3s6-ps4,-0.660519875,0.024863098
Mmp9,-0.660520153,0.007019267
RP23-331I23.5,-0.661589664,0.006825469
Hspa1b,-0.662060426,0.008036165
Gm6159,-0.66388082,0.0066045
RP24-165E9.2,-0.66565681,0.02879389
Lncpint,-0.670715829,0.000973913
Nqo1,-0.672416435,0.029590284
Gm20696,-0.674260327,0.004041069
Synpo,-0.674568371,0.016851968
Gm42930,-0.678279005,0.037928299
Cct3-ps1,-0.678955753,0.0417525
Gm1966,-0.67900003,0.008723088
Mxd3,-0.681125003,0.030676733
BC147527,-0.681950452,0.006698352
Rpl38-ps2,-0.682034964,0.01724853
C130089K02Rik,-0.682362265,0.045597004
Gm37474,-0.6862279,0.01116971
Ccdc97,-0.686827923,0.001098313
Gm37053,-0.687873783,0.049415794
Gm26621,-0.690131813,0.023475202
Lrig1,-0.690443201,0.003079721
Cfap54,-0.692750113,0.013121281
B230217O12Rik,-0.693647675,0.012670224
Tespa1,-0.69397077,0.000190334
Gm22513,-0.695462144,0.01153037
Olfr56,-0.696120489,0.047819937
Psmg1,-0.696331305,0.008401948
Rasgrf2,-0.696590732,0.027694777
Gm11488,-0.697016364,0.036134104
Ddit3,-0.69801499,0.005344386
Dyrk1b,-0.703862291,0.013602189
Gm8276,-0.704636821,0.01337623
Nt5e,-0.705562633,0.024009292
Trim5,-0.705599986,0.014728897
Gm38292,-0.709367319,0.015703946
Aldh2,-0.71011198,0.012340416
5830444F18Rik,-0.7103758,0.025520337
Tmem60,-0.711610247,0.016051783
Basp1,-0.712876434,0.037782009
Iigp1,-0.714914522,0.001839983
Trim30a,-0.7152534,0.034229748
Ticam2,-0.718570477,0.01394577
Gm6142,-0.720690835,0.008820914
Cmpk2,-0.727309337,0.044349099
Gm13340,-0.727499585,0.011496396
RP23-419K14.8,-0.728515714,0.020002521
Cxcr4,-0.729020577,0.014222928
Atg9a,-0.730284024,0.026795896
Slc14a1,-0.730501468,0.027878137
Cpd,-0.732687579,0.001259578
Aldoart1,-0.733274712,0.023190284
Dlg3,-0.743724327,0.01934696
BE692007,-0.745363931,0.013098755
RP24-427A8.1,-0.746645487,0.009253494
Slco3a1,-0.746673696,0.005636671
Gm25776,-0.74678407,0.023660358
Tmem40,-0.746801175,0.006245288
Oas1b,-0.750655253,0.012313654
Gm43362,-0.750696926,0.00011528
Maf,-0.752256668,0.018513205
Plxnc1,-0.753152555,0.011770367
BC094916,-0.758828776,0.002969272
Cracr2a,-0.759143283,0.007545409
Gm37387,-0.760052558,0.037883981
9630010A21Rik,-0.76083749,0.009731109
1700008J07Rik,-0.761181375,0.042036437
Vsig10l,-0.761395557,0.002894824
Ramp1,-0.761799297,0.028763039
Tmem191c,-0.762593964,0.005071239
Arhgap31,-0.769520194,0.003244385
Tnfsf8,-0.772175229,0.004002409
Ccdc184,-0.774803772,0.0087934
Nudt6,-0.775312287,0.020272248
Gm42908,-0.780212578,0.003157235
Gm10268,-0.780691433,0.004385104
Gm44067,-0.78203159,0.007411162
Nradd,-0.782711699,0.045418938
Gbp8,-0.785497864,0.001040893
RP24-346B15.3,-0.788749283,0.002116523
Csf2,-0.790930876,0.03444575
Gm5830,-0.79172082,0.04126283
Ifit2,-0.795872949,0.009074242
Hemgn,-0.802804886,0.0025612
Btbd11,-0.802907973,0.04319056
Rora,-0.813620726,0.032729471
Ccdc96,-0.813766357,0.003527185
Lmbr1,-0.816438704,0.034236953
Nphp3,-0.818522813,0.039738739
Arl4d,-0.818998896,0.04644164
Gm38082,-0.819477057,0.000892076
H2-K2,-0.823586323,0.002826817
Gm6085,-0.823982766,0.019052204
Lpar6,-0.824612672,0.000328134
Iqcg,-0.824946231,0.01704273
Gm15937,-0.827582298,0.045485416
Gm7266,-0.828304788,0.008057054
Yes1,-0.829401762,0.014699852
A630081D01Rik,-0.83119428,0.016550755
Gm37262,-0.832131352,0.001066164
F2rl1,-0.832807307,0.001437765
Tuba8,-0.833884371,0.015742927
Gm18913,-0.834007603,0.007463394
C230085N15Rik,-0.836047336,0.026842576
Anxa3,-0.837085224,0.009644654
H2-Ab1,-0.83731864,0.02746519
Samd3,-0.841761356,0.00897052
Gcnt2,-0.843555613,0.008453039
Gm7160,-0.846188658,0.009665824
Gm29488,-0.851991465,0.000418868
Gm37472,-0.852952067,0.015643676
Gm14239,-0.854846169,0.032657625
Acrbp,-0.856095203,0.009080478
Tnfsf11,-0.857191792,2.17E-05
Gm36638,-0.85862228,0.024839962
Pde11a,-0.863978474,0.010825162
E430018J23Rik,-0.864544528,0.001850191
Slfn1,-0.865792939,0.004908063
Gm14325,-0.86727924,0.03732693
Eif3s6-ps2,-0.868265046,0.040042781
Gm37593,-0.869363668,0.027639336
Rpl19-ps1,-0.871812776,0.001225166
Rps12-ps1,-0.873696683,0.037968484
Acvr2a,-0.875220038,0.005145022
Hmgb1-ps6,-0.878076053,0.027574436
Gm36933,-0.880407023,0.019771571
Gm43571,-0.885365265,0.01280023
Phf11c,-0.8871478,0.003297364
A130071D04Rik,-0.88851531,0.008134341
Cdk14,-0.890656926,0.035746437
Gsap,-0.890919345,0.001949104
Pyhin1,-0.89209271,0.020939907
Alkbh2,-0.895289214,0.038553364
RP23-423B21.6,-0.89641496,0.039997981
Nlrp6,-0.897102982,0.010530917
Gm43788,-0.897202717,0.034735303
Gm37954,-0.899121072,0.000834671
Gpm6b,-0.899448475,0.003753883
Trim30d,-0.903364306,0.030611625
Gm5117,-0.903416722,0.000137337
Gm9403,-0.90564901,0.00572514
Mx1,-0.909011419,0.019098608
Gm42895,-0.909802527,0.024723852
Gm5558,-0.910438486,0.007794744
Usp18,-0.91099342,0.032818911
RP23-413C19.2,-0.911087053,0.001250365
Gm18852,-0.914161586,0.04170266
Nucb2,-0.91585328,0.010262388
Gm13886,-0.917455262,0.03418575
Ifi204,-0.919786846,0.038952126
Gzmm,-0.926801711,0.032826656
RP23-335C3.10,-0.927101703,0.038110409
Gpr34,-0.928857939,0.012318416
Gm43712,-0.934272952,0.003124281
Gm37642,-0.93687465,0.033769987
Slc15a1,-0.93767692,0.00614406
Ggt1,-0.937788778,0.003211231
Gm37639,-0.938021818,0.036950586
Gm42685,-0.941139982,0.004076317
Gm20900,-0.942960646,0.047955254
Gm37529,-0.944306472,0.027782589
Zbtb20,-0.946177192,0.005417358
Sox4,-0.947177917,0.049093813
Espn,-0.950869403,0.018218347
Hip1,-0.951424881,0.048699038
Gm11448,-0.954183313,0.024941484
Klra5,-0.958036604,0.007627014
Abca3,-0.96579705,0.008238619
4930594C11Rik,-0.969727076,0.004391809
Mgst3,-0.971912795,0.035574252
Ptgfrn,-0.97248524,0.000128652
Gm43466,-0.972564725,0.011308736
Gm12258,-0.978365427,0.005515753
Gm37868,-0.984476014,0.034244616
Pomc,-0.988676175,0.000605318
Gm37470,-0.992985234,0.00365795
Gm37033,-0.993507182,0.016753411
Cd226,-0.994204221,0.000301625
Snx30,-0.994482749,0.000523385
mt-Nd6,-0.99470827,0.009603039
RP24-311K19.1,-0.998042237,0.036655468
Parp16,-0.998380747,0.032690547
Spcs2-ps,-0.999525113,0.036839937
Gm8292,-1.000516447,0.006309669
Lif,-1.003733526,0.005731454
Mtcp1,-1.004571034,0.002139997
Gm37212,-1.009529818,0.001362107
Tesc,-1.012719582,0.030974543
Gm5842,-1.014283118,0.002387917
Gm44041,-1.014743017,0.01109651
Abhd14b,-1.01529892,0.000359998
St8sia1,-1.016890705,0.001214935
Gm15793,-1.017204144,0.002365829
Gbp10,-1.018108566,0.000658322
Gm6265,-1.02006033,0.035696318
E430014B02Rik,-1.020204413,0.003925388
Gm7436,-1.020531489,0.019063677
Gm16238,-1.02171136,0.006442241
Gm11814,-1.022204407,0.005720507
Gm43775,-1.025523973,0.005417636
Wdpcp,-1.028510274,0.017144036
Gm37738,-1.03131658,0.001497058
Gbp11,-1.037766123,0.028509063
Gm43511,-1.040745266,0.008226733
Wdr19,-1.041290264,0.001397992
E130208F15Rik,-1.042162981,0.00253171
Gm37215,-1.043506156,0.038389433
Gm42571,-1.047753501,0.033500639
Cul9,-1.05793611,0.000708077
Lad1,-1.059727179,0.015045984
Gm37289,-1.062399084,0.018209182
Gm22009,-1.062664271,0.007282004
Tma7,-1.063516373,0.001398371
Gm4754,-1.068426409,0.003102998
Pde8a,-1.075203279,0.008837247
6720464F23Rik,-1.080172481,0.019220085
Cask,-1.084471414,0.010291271
Cysltr1,-1.08877335,0.000871953
Gm37522,-1.093142543,0.022002381
Gm43196,-1.09411994,0.017317505
Gm36401,-1.099022693,0.046411596
Plaur,-1.099558174,0.030717435
Ggnbp1,-1.102487224,0.00686572
RP23-385F8.2,-1.10419574,0.042840585
Gm37772,-1.104743333,0.049891203
Bend5,-1.107114624,0.020235832
B4galt4,-1.111344823,0.043444133
Gm43329,-1.114259268,0.037319133
Gm6695,-1.117865388,0.007000674
Pacsin1,-1.125532926,0.032056944
Slfn5,-1.12583653,0.028442085
Gm24336,-1.126509337,0.018100775
Tmem176b,-1.132235639,0.004801891
Plxdc2,-1.134812787,0.00551798
Gm6543,-1.140342388,0.00683998
Gm42572,-1.146448227,0.020999425
Tpt1-ps5,-1.150793823,0.008589048
Gm25291,-1.15437661,0.020398609
1110038B12Rik,-1.15829009,0.03917604
Mxd4,-1.159991851,0.04787466
Gm24044,-1.16054754,0.04372712
Gm24407,-1.165939648,0.033505625
Gm37023,-1.173384825,0.00374981
Slc2a4rg-ps,-1.174485967,0.049679696
Serpinc1,-1.181653387,0.021061372
Gm22767,-1.18436302,0.003551943
Gm37534,-1.185137739,0.007622223
Gm37159,-1.187675048,0.032586653
Gm37588,-1.189012551,0.000917086
Sell,-1.189731091,0.010293607
Gm19040,-1.192228081,0.003644931
Gm26847,-1.193372687,0.023602451
Sfmbt2,-1.193704164,0.003181784
Btla,-1.19613546,0.019549709
4930519F09Rik,-1.201919414,0.027517836
Gm42822,-1.209335571,0.004718162
Khk,-1.216430659,0.005137477
Gm26551,-1.221887114,0.033361384
RP23-256J14.2,-1.236479897,0.019587392
Gm8054,-1.237688098,0.000787345
Calr-ps,-1.243031591,0.002955939
Gm6368,-1.244309843,0.015247163
Gm37766,-1.246635697,0.012674736
Ccdc148,-1.257917213,0.025166405
Gm43702,-1.261343789,0.01550123
Gm8545,-1.264862958,0.045132663
A130048G24Rik,-1.266667621,0.004277225
Gm11952,-1.277360945,0.001479636
Gm38243,-1.278548394,0.030122459
mt-Rnr1,-1.279169125,0.005336527
Gm37101,-1.302226534,0.034570262
Gm17366,-1.316858017,0.028513622
Gm14057,-1.324608127,0.020570386
Gm12611,-1.328743572,0.049987615
Gm25939,-1.330616646,0.035426574
Gm6211,-1.343608115,0.044013185
Gm36932,-1.353742953,0.003218543
Sgms1,-1.357132775,0.007908999
Gm43051,-1.358226223,0.048662601
Gm17087,-1.359415861,0.009005255
Rapgef4,-1.360756873,0.027241611
Gm6254,-1.370579381,0.005445634
Gm43555,-1.370935752,0.015319899
Gm37108,-1.371070917,0.004800179
Trdc,-1.374190622,0.011992879
Abcg3,-1.376761297,0.032117964
P4ha2,-1.378784737,0.015015733
Gm23136,-1.382857779,0.035168557
Dand5,-1.391796348,0.006973314
Cacnb1,-1.395529091,0.030725392
Gm5881,-1.42398069,0.00581848
Ifngr2,-1.426035375,0.002000606
Gm42763,-1.429597095,0.006747281
Trim30c,-1.433531743,0.006864484
Snora68,-1.434444087,0.036538663
Gm43761,-1.43654953,0.019846318
Zfp831,-1.444429608,0.034792993
Gm8141,-1.444746314,0.022105702
AA474408,-1.449429131,0.008546866
Scarna3a,-1.455969886,0.039461858
Gm42814,-1.46774994,0.003228301
Gm14769,-1.472312733,0.004514307
Frat2,-1.481879729,0.03534091
Gm29670,-1.493860621,0.02082193
Snora21,-1.494333548,0.01859055
Arhgef11,-1.497010719,0.02724465
Gm37420,-1.520903548,0.023732754
Gm37670,-1.527635057,0.020193878
Gm12577,-1.529866688,0.037820517
Gm38142,-1.530331275,0.031983067
Gm23639,-1.535471895,0.002214487
Snora23,-1.535506863,0.018601131
Mir6236,-1.539374735,0.005686872
Gm14480,-1.558256603,0.010056979
Snord33,-1.585488202,0.041433879
Snord8,-1.596558801,0.025431864
Pik3ip1,-1.613826518,0.026800494
Gm22422,-1.62104586,0.007236368
Gm11805,-1.623833211,0.039412283
Gm23442,-1.636914233,0.003542527
C430019N01Rik,-1.650221358,0.005018781
Gm12129,-1.663067066,0.013717271
Ntrk3,-1.680626506,0.005656627
Gm42433,-1.693897884,0.000337108
Gm38118,-1.699534175,0.037263577
n-R5-8s1,-1.765001202,0.030271512
Rnu11,-1.768794863,0.003296273
Gm11246,-1.792004421,0.031346853
Igfbp4,-1.823829782,0.004972112
Gm6030,-1.829219348,0.002974959
Rgs18,-1.831040221,0.031496962
Gm23119,-1.846384931,0.011007627
Gm22973,-1.849774434,0.027403561
Gm7823,-1.864953612,0.028686892
