gene_name,log2FoldChange,padj
Mapk8ip1,-1.483148924,0.006017968
March8,-1.486367894,0.004601716
Kifap3,-1.495401572,0.000664021
Ociad2,-1.49921888,0.028814509
Ccdc141,-1.502652998,0.000374428
Aldh2,-1.506551176,0.00247087
Sox4,-1.510131556,0.004797773
Armcx4,-1.512606367,4.34E-05
Hmgb1-ps3,-1.517910353,0.004837138
Cd200,-1.519635112,8.21E-05
Tnfrsf25,-1.535391202,3.47E-05
Icam5,-1.551497603,0.003919903
Atp2b2,-1.552759923,0.000604985
Dst,-1.553430901,8.63E-06
Lif,-1.570074984,0.009487719
Cxcl10,-1.571576115,5.18E-05
A230072E10Rik,-1.575548571,0.006031354
Hist1h2ah,-1.589516538,0.001904937
Tnfsf11,-1.591558839,0.004679384
Aff3,-1.598017542,6.95E-10
Cd74,-1.601735194,0.000761038
H2-Ab1,-1.606394633,0.003601805
Chst15,-1.611476884,0.015627017
Tlr7,-1.61310267,8.96E-07
Pkn3,-1.615206721,0.01342655
Adarb1,-1.616291751,0.004462562
Fam124b,-1.616513524,0.000180607
Trim47,-1.619456157,0.008111147
Tlr1,-1.621861301,0.000609475
Nav2,-1.624144204,0.005270353
Xcl1,-1.624787441,0.000408592
P2rx7,-1.625278736,2.67E-06
Lrrk2,-1.629112632,0.000176115
Cxcr5,-1.631670158,3.69E-08
Ralgps2,-1.638844287,0.001669558
Sell,-1.640561807,8.49E-09
Itm2a,-1.657161232,0.000332899
Map7,-1.660989447,1.89E-05
Rpsa-ps12,-1.663396059,0.007789863
C530008M17Rik,-1.671075216,0.011015349
Sfmbt2,-1.675695758,0.00065124
Hmgn3,-1.684544952,0.011703521
Plagl1,-1.694368695,0.002665404
Tcf7,-1.696396042,3.32E-12
Hexa,-1.70355789,1.96E-06
Insr,-1.707707572,7.66E-05
Sptb,-1.712530774,0.018167113
Gm9432,-1.717051049,0.018653412
Dock7,-1.721175661,0.000800519
Adcy6,-1.727528014,0.005739866
Angptl2,-1.728737728,0.004747476
Scamp1,-1.730191969,0.002175979
Serp2,-1.731480295,0.002663421
Adk,-1.73388067,2.79E-07
Ctnnal1,-1.739617424,0.002660933
Cyp2s1,-1.741733162,0.002389813
Ifi44,-1.757826803,3.95E-07
Il17rd,-1.762428056,0.006237456
Tox2,-1.765751313,2.86E-07
Cpm,-1.77055312,3.39E-06
Pdzk1ip1,-1.771884862,0.005172884
Fam174b,-1.793882374,0.027368645
Sept8,-1.79715916,0.001939996
Zfp939,-1.800874463,0.024172438
Cd22,-1.805677974,0.000245191
Fads6,-1.807090195,0.023955011
Lta,-1.807409176,0.005570209
Afap1,-1.814180235,0.001495002
Tnfrsf4,-1.815160947,6.08E-06
Espn,-1.824551944,0.002124626
Upb1,-1.828513739,0.006906458
Fam101b,-1.840914472,0.000204713
Wdfy4,-1.853687483,0.003603953
Slc36a4,-1.872417981,4.75E-05
Ermap,-1.879788821,0.003485362
Gcnt1,-1.887802539,6.94E-05
Zscan18,-1.892364286,0.002658617
Epb41l5,-1.893607153,0.011619069
Il23r,-1.900520894,0.0002119
Bmp7,-1.902681546,0.005733419
Mpeg1,-1.907071861,0.000294878
Ahr,-1.919235166,0.000210532
Pfn2,-1.928479982,0.001589922
Cbfa2t3,-1.935368836,0.000515024
Stxbp1,-1.941397454,0.004827111
Synpo,-1.947428474,1.16E-06
Ccr7,-1.951757162,5.22E-06
Izumo1r,-1.955133199,0.000398687
Nsg2,-1.956884999,9.61E-08
Cd83,-1.959683413,0.000956518
H2-Aa,-1.966202063,0.006697788
Pcbp3,-1.9779072,0.001600324
AA415398,-1.981000202,0.006754626
Ica1l,-1.997242413,0.002697582
Pank1,-2.01055425,0.0113596
Itga7,-2.051028309,0.001142403
Dkk3,-2.059608681,0.002448871
Plod2,-2.07537643,4.61E-05
C3,-2.085510023,0.005367695
Kif13a,-2.090087683,0.003305536
Lyz2,-2.128448538,0.004969735
Ighv1-82,-2.14252749,0.035553982
Bace2,-2.155269979,0.000269875
Nrn1,-2.157041167,0.005533557
Abca1,-2.158115806,0.000260871
Pou2af1,-2.172412474,0.000514426
Sestd1,-2.185183449,0.000143534
Ispd,-2.199849182,0.001610379
Igf1r,-2.249299936,0.000107442
Akr1b8,-2.251152318,0.001280161
Gm26551,-2.265285828,0.000554129
Il6ra,-2.288609231,0.000250302
Cdk5rap1,-2.291863043,4.16E-09
Vcan,-2.298344539,0.000112106
Cd40lg,-2.307315686,3.99E-05
Ikzf2,-2.325750712,1.38E-09
Peak1os,-2.327627362,0.003245761
Cacna1d,-2.375186515,0.000387655
Epcam,-2.376990119,7.61E-05
Il1r2,-2.438066685,1.69E-05
Gm7967,-2.482547174,0.000191699
Ighv8-12,-2.492582671,0.025901164
Igkv12-89,-2.530435727,0.020287729
Dclk1,-2.541185558,0.000579562
Tdrp,-2.564668886,0.000597421
Iigp1,-2.630836555,5.44E-09
Ptgfrn,-2.658248632,0.00014826
Lgmn,-2.680018225,0.000400045
Id3,-2.691594786,4.37E-06
Sostdc1,-2.701037368,0.000107281
Gm43305,-2.783325667,5.92E-13
Dapl1,-2.819834318,3.42E-05
Ccr6,-2.85495898,7.41E-06
Eng,-2.872984118,0.00059886
Sema6d,-2.898383191,6.72E-05
Trpm1,-2.950555961,6.71E-05
Trav19,-3.063589784,0.000261227
Ighv5-4,-3.322451233,0.004899641
Gm4951,-3.432896788,2.26E-05
Thrb,-3.594770869,2.6E-06
Aicda,-3.799836901,1.1E-05
Gm4841,-3.832332524,8.48E-06
Igkv12-46,-3.887257109,1.19E-06
Oaf,-3.899281014,1.28E-06
Ctse,-3.923842904,5.66E-18
