gene_name,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
"	Gm35025",0.35860093,-0.103502612,0.340284499,-0.304164934,0.761002238,NA
"	Gm35070",0,NA,NA,NA,NA,NA
"	Gm3510",0.05615662,-0.256483067,0.276955175,-0.92608151,0.354403622,NA
"	Gm3512",0.159961552,0,0.288979006,0,1,NA
"	Gm3513",0.191187324,0.309301203,0.298061598,1.037708999,0.299405554,NA
"	Gm35134",0,NA,NA,NA,NA,NA
"	Gm35191",0.961313056,-0.717123864,0.50942474,-1.407713068,0.159216051,NA
"	Gm35216",0.249083456,0.20888088,0.306272386,0.682010162,0.495232525,NA
"	Gm3526",0.051430246,-0.256483067,0.276955175,-0.92608151,0.354403622,NA
"	Gm35299",0.148672098,-0.204637345,0.287500627,-0.711780517,0.476600699,NA
"	Gm3532",0,NA,NA,NA,NA,NA
"	Gm35386",0.103142564,-0.000298002,0.280234155,-0.001063405,0.999151526,NA
"	Gm3542",0,NA,NA,NA,NA,NA
"	Gm3543",0.207164309,-0.435034619,0.299236633,-1.453814709,0.145997684,NA
"	Gm35549",1.046914322,-0.779528269,0.522819251,-1.491009113,0.135959102,NA
"	Gm3558",0.202243183,-0.172321617,0.298385015,-0.577514314,0.563592072,NA
"	Gm35584",0.094780105,0,0.276955175,0,1,NA
"	Gm35670",0,NA,NA,NA,NA,NA
"	Gm3573",0.034889117,0,0.276955175,0,1,NA
"	Gm35801",0,NA,NA,NA,NA,NA
"	Gm3591",0,NA,NA,NA,NA,NA
"	Gm35911",0.255648366,-0.48563069,0.304532618,-1.594675449,0.110784831,NA
"	Gm3594",0.095993671,-0.24769463,0.277576236,-0.892348113,0.372206373,NA
"	Gm36070",0.151186039,-0.177705386,0.292259656,-0.6080394,0.543161342,NA
"	Gm3618",0,NA,NA,NA,NA,NA
"	Gm362",0.352813414,-0.165586509,0.313722837,-0.527811461,0.597630202,NA
"	Gm36211",0.986933849,-1.213998748,0.611911998,-1.983943364,0.047262154,NA
"	Gm3625",0.992164102,0.549176566,0.599574874,0.915943261,0.359696655,NA
"	Gm36261",0,NA,NA,NA,NA,NA
"	Gm3629",0.10981837,0,0.276955175,0,1,NA
"	Gm36307",0.154736208,0,0.288102166,0,1,NA
"	Gm3633",0,NA,NA,NA,NA,NA
"	Gm36345",0,NA,NA,NA,NA,NA
"	Gm36388",0.443794259,-0.187906636,0.368642053,-0.509726533,0.610243061,NA
"	Gm364",0.408452871,-0.290836758,0.429212664,-0.677605258,0.498022011,NA
"	Gm3642",0.290674352,-0.326246354,0.308993446,-1.055835836,0.291043223,NA
"	Gm3646",0.034889117,0,0.276955175,0,1,NA
"	Gm36467",0,NA,NA,NA,NA,NA
"	Gm36520",0,NA,NA,NA,NA,NA
"	Gm36536",0.408644873,-0.007481495,0.382450795,-0.019561981,0.984392793,NA
"	Gm36569",0.069778234,0,0.276955175,0,1,NA
"	Gm36669",0.401918031,-0.190833339,0.35590982,-0.536184528,0.591831025,NA
"	Gm3667",0.140557096,-0.209718144,0.286180087,-0.732818786,0.463668962,NA
"	Gm3669",0,NA,NA,NA,NA,NA
"	Gm3676",0.095993671,-0.24769463,0.277576236,-0.892348113,0.372206373,NA
"	Gm36782",0,NA,NA,NA,NA,NA
"	Gm36793",0.508394908,0.269965745,0.326097334,0.827868604,0.407744917,NA
"	Gm36814",0.606451033,-0.006915533,0.442237564,-0.015637599,0.98752351,NA
"	Gm36831",0.575262296,0.64420249,0.504883559,1.275942697,0.201975776,NA
"	Gm36840",0.263445728,0.00033458,0.307898113,0.001086658,0.999132973,NA
"	Gm3685",0.048620926,0,0.276955175,0,1,NA
"	Gm36927",0.250025169,0.134688733,0.30268913,0.444973801,0.656338688,NA
"	Gm36929",0,NA,NA,NA,NA,NA
"	Gm3693",0.35910256,-0.34593603,0.313134549,-1.104752034,0.26926705,NA
"	Gm36935",0.312023979,0,0.306881516,0,1,NA
"	Gm36937",0.171494294,0.19058221,0.290670584,0.655663904,0.512040399,NA
"	Gm36939",0.1016397,0.239840037,0.279307251,0.858696065,0.390508222,NA
"	Gm36940",0.573436611,-0.331981128,0.344317489,-0.964171553,0.334959924,NA
"	Gm36941",0,NA,NA,NA,NA,NA
"	Gm36942",0.273389262,0.244988621,0.306340277,0.799727099,0.423868929,NA
"	Gm36943",0.367291005,-0.200270739,0.311929518,-0.642038433,0.520848229,NA
"	Gm36944",0.330567164,-0.219438825,0.311442248,-0.70458914,0.481065959,NA
"	Gm36945",0.109823708,0,0.276955175,0,1,NA
"	Gm36946",0,NA,NA,NA,NA,NA
"	Gm36947",0.504128053,-0.010013659,0.403406109,-0.024822774,0.980196325,NA
"	Gm36950",0,NA,NA,NA,NA,NA
"	Gm36951",0.46936529,-0.337428666,0.317635528,-1.062313994,0.288093164,NA
"	Gm36952",0.6731979,-0.365113855,0.436879574,-0.835731119,0.403306184,NA
"	Gm36954",0.20375788,0.439140788,0.29863574,1.470489725,0.141429166,NA
"	Gm36955",0.768251284,-0.889362736,0.466901626,-1.904818246,0.056803701,NA
"	Gm36956",1.102434311,-0.131575072,0.591562464,-0.222419575,0.823987275,NA
"	Gm36957",0.635763101,-0.648909695,0.51182,-1.267847477,0.204852424,NA
"	Gm36958",0.034889117,0,0.276955175,0,1,NA
"	Gm36960",0.451507036,-0.086911064,0.315594289,-0.275388582,0.783017715,NA
"	Gm36962",1.018927163,-0.769473677,0.528104638,-1.457047755,0.145103198,NA
"	Gm36963",0.944257947,-0.436848627,0.62555581,-0.698336775,0.484966606,NA
"	Gm36966",0.079452542,0,0.276955175,0,1,NA
"	Gm36967",0.299469479,0.000306954,0.310898771,0.000987313,0.999212239,NA
"	Gm36969",0.305154288,0.220244832,0.313637695,0.702226919,0.48253766,NA
"	Gm36970",0.477757735,-0.419332957,0.317408491,-1.321114492,0.186463192,NA
"	Gm36971",0.153352018,0.368302887,0.290046547,1.269806145,0.204153691,NA
"	Gm36972",0.055603502,0,0.276955175,0,1,NA
"	Gm36974",0.086319363,-0.253835061,0.277142434,-0.915901104,0.359718768,NA
"	Gm36975",0.940517207,-0.019776564,0.638408834,-0.030977898,0.975287166,NA
"	Gm36976",0.049927382,0,0.276955175,0,1,NA
"	Gm36979",0.12596028,0,0.282100869,0,1,NA
"	Gm36982",0.154290738,-0.547735786,0.288289357,-1.899951465,0.057439489,NA
"	Gm36986",0.101951329,0.230417331,0.279059151,0.825693513,0.408977973,NA
"	Gm36987",0,NA,NA,NA,NA,NA
"	Gm36988",0.505295192,-0.543272637,0.317331704,-1.712002395,0.086896227,NA
"	Gm36990",0.146993149,0,0.286716368,0,1,NA
"	Gm36991",0.225510463,0,0.301045593,0,1,NA
"	Gm36992",0,NA,NA,NA,NA,NA
"	Gm36993",0.516657565,0.494847713,0.355725044,1.391096078,0.164196294,NA
"	Gm36994",0.215256342,-0.298423173,0.299710872,-0.99570353,0.319394215,NA
"	Gm36995",0.15457281,-0.166895719,0.292873786,-0.569855436,0.568775752,NA
"	Gm36997",0.351004454,-0.471989215,0.311596931,-1.514742826,0.129837544,NA
"	Gm37002",0.100720045,-0.25790901,0.277840178,-0.928263912,0.353270689,NA
"	Gm37003",0.528298219,-0.137511092,0.351867825,-0.390803258,0.695942667,NA
"	Gm37005",0.653566768,-0.173242536,0.534720744,-0.323986937,0.745947924,NA
"	Gm37006",0.182760617,0.169435264,0.296014005,0.572389351,0.567058229,NA
"	Gm3701",0,NA,NA,NA,NA,NA
"	Gm37011",0.051712318,0.24916559,0.276955175,0.899660348,0.368301031,NA
"	Gm37012",0,NA,NA,NA,NA,NA
"	Gm37013",0,NA,NA,NA,NA,NA
"	Gm37014",0.832909223,-0.010287327,0.582680627,-0.017655172,0.985913943,NA
"	Gm37015",0.769140635,-0.558405679,0.341179843,-1.63669012,0.101695234,NA
"	Gm37016",0.311751758,-0.101362098,0.310825617,-0.326105998,0.744344159,NA
"	Gm37017",0.402299074,0.000258599,0.315592272,0.000819409,0.999346207,NA
"	Gm37020",0.311114892,0.083593037,0.311393753,0.268448022,0.78835448,NA
"	Gm37021",0.048620926,0,0.276955175,0,1,NA
"	Gm37022",0.413294458,-0.14614959,0.31643978,-0.461855932,0.644184638,NA
"	Gm37023",0.623876607,0.13368669,0.477808825,0.27979117,0.779637726,NA
"	Gm37024",0.157178947,0,0.286236333,0,1,NA
"	Gm37026",0.151750183,0.543271582,0.287635955,1.888747123,0.058925721,NA
"	Gm37027",0.1016397,0.239840037,0.279307251,0.858696065,0.390508222,NA
"	Gm37028",0.182814023,-0.470546155,0.295877211,-1.590342675,0.111757584,NA
"	Gm37031",0.647266339,-0.082982233,0.43862545,-0.189187,0.849946256,NA
"	Gm37032",0.0462318,0,0.276955175,0,1,NA
"	Gm37035",0.481174438,-0.205790401,0.54611128,-0.376828696,0.706300914,NA
"	Gm37036",0.780282308,-0.176760493,0.554582255,-0.318727279,0.749933327,NA
"	Gm37038",0.31653136,-0.525117763,0.309001859,-1.699400014,0.089243839,NA
"	Gm37040",0.331697144,-0.38719031,0.311313425,-1.24373149,0.213598402,NA
"	Gm37041",0.719972362,-0.853134579,0.516386583,-1.652123828,0.09850931,NA
"	Gm37043",0.749832508,0.089119517,0.383578866,0.23233688,0.81627637,NA
"	Gm37047",0.322760599,-0.640365182,0.307774156,-2.080633379,0.037467476,NA
"	Gm37049",0.687840353,-0.44134028,0.476410768,-0.92638603,0.354245402,NA
"	Gm37051",0.785678185,-0.802234082,0.528016184,-1.519336162,0.128677902,NA
"	Gm37054",0.058577026,0,0.276955175,0,1,NA
"	Gm37055",0,NA,NA,NA,NA,NA
"	Gm37056",0.098189208,0,0.276955175,0,1,NA
"	Gm37057",0.407603573,0.140677354,0.316151169,0.444968634,0.656342421,NA
"	Gm37058",0.034889117,0,0.276955175,0,1,NA
"	Gm37059",0,NA,NA,NA,NA,NA
"	Gm3706",0,NA,NA,NA,NA,NA
"	Gm37061",0.469987542,-0.159963605,0.454147154,-0.352228575,0.724666848,NA
"	Gm37062",0.3528203,0,0.310892453,0,1,NA
"	Gm37063",0.615314154,-0.577246521,0.510502436,-1.130741953,0.258163718,NA
"	Gm37064",0.773870748,-0.340395871,0.525026896,-0.648339873,0.51676515,NA
"	Gm37066",0.859459205,-0.537117023,0.528986086,-1.015370794,0.30992911,NA
"	Gm37067",0.612202736,0.081175453,0.416747739,0.194783188,0.845562685,NA
"	Gm37071",0,NA,NA,NA,NA,NA
"	Gm37072",0.454410288,-0.186972899,0.43541638,-0.429411725,0.667623622,NA
"	Gm37073",0.283232931,0.108129026,0.309087432,0.349833136,0.72646393,NA
"	Gm37074",0.869100233,-0.323847768,0.50891071,-0.63635479,0.524545201,NA
"	Gm37075",0.0571606,0,0.276955175,0,1,NA
"	Gm37076",0.209538196,-0.152261299,0.301857142,-0.504415096,0.613969712,NA
"	Gm37077",0.900701913,-0.925847069,0.487713611,-1.898341669,0.057651088,NA
"	Gm37078",1.052837736,-0.88393653,0.561565811,-1.574056884,0.115474299,NA
"	Gm37079",0.599641225,0.0598538,0.348053931,0.171967026,0.863463452,NA
"	Gm37086",0.251733475,0.132246185,0.30329778,0.436027539,0.662816749,NA
"	Gm37087",0.058577026,0,0.276955175,0,1,NA
"	Gm37088",0.102860492,-0.458195383,0.279550526,-1.63904318,0.101204267,NA
"	Gm37091",0.25434191,-0.48740032,0.30440632,-1.601150463,0.109343597,NA
"	Gm37092",0.452999665,-0.449123248,0.316065521,-1.42098147,0.155322147,NA
"	Gm37093",0.146282971,-0.198238685,0.289150746,-0.685589396,0.49297207,NA
"	Gm37094",0,NA,NA,NA,NA,NA
"	Gm37096",0.302857729,-0.000169376,0.309641887,-0.000547006,0.999563553,NA
"	Gm37099",0.252847662,0.127455295,0.304485986,0.418591661,0.675514585,NA
"	Gm37100",0.209549943,0.292942722,0.300213237,0.975782164,0.329172425,NA
"	Gm37107",0.517928065,-0.256181857,0.461265365,-0.555389319,0.578628397,NA
"	Gm37110",0.048325547,0.24916559,0.276955175,0.899660348,0.368301031,NA
"	Gm37111",0.241600517,0.142210918,0.302668137,0.46985758,0.638456773,NA
"	Gm37112",0,NA,NA,NA,NA,NA
"	Gm37113",0.712601349,0.306216971,0.58908872,0.519814692,0.603192739,NA
"	Gm37114",0.657416501,0.056836649,0.321098407,0.177006947,0.859502933,NA
"	Gm37117",0.355404159,-0.348348825,0.312963699,-1.113064636,0.265680671,NA
"	Gm37118",0,NA,NA,NA,NA,NA
"	Gm37121",0.846198639,-0.015493577,0.486139392,-0.031870646,0.974575208,NA
"	Gm37122",0.104303816,-0.243562111,0.277867885,-0.876539263,0.380736942,NA
"	Gm37126",0.034889117,0,0.276955175,0,1,NA
"	Gm37130",0,NA,NA,NA,NA,NA
"	Gm37131",0.990784745,-0.356635405,0.532191246,-0.670126401,0.502777216,NA
"	Gm37132",0.905795169,-0.405524617,0.587185918,-0.69062388,0.489801937,NA
"	Gm37133",0.460430302,0.257059818,0.447700767,0.574177748,0.565847526,NA
"	Gm37134",0.261918909,-0.478272271,0.305056136,-1.567817246,0.116923789,NA
"	Gm37135",0.051712318,0.24916559,0.276955175,0.899660348,0.368301031,NA
"	Gm37136",0,NA,NA,NA,NA,NA
"	Gm37137",0.585913923,0.262781034,0.438924119,0.598693538,0.549377267,NA
"	Gm37138",0.532115026,-0.195315749,0.334615414,-0.583702186,0.559420696,NA
"	Gm37140",0.834126594,-0.619667572,0.401819692,-1.542153317,0.123036341,NA
"	Gm37141",0.102860492,-0.458195383,0.279550526,-1.63904318,0.101204267,NA
"	Gm37142",1.015452238,0.176955831,0.63635753,0.278076118,0.780953928,NA
"	Gm37143",0.643380936,-0.182654816,0.433597054,-0.421254745,0.673569073,NA
"	Gm37144",0.79350013,-0.929991564,0.591403008,-1.572517474,0.11583059,NA
"	Gm37146",0.231139569,-0.248664962,0.304611046,-0.816335999,0.41430799,NA
"	Gm37147",0,NA,NA,NA,NA,NA
"	Gm37148",0.140789146,0.198851902,0.28601483,0.695250319,0.486898443,NA
"	Gm37149",0,NA,NA,NA,NA,NA
"	Gm37150",0.41392221,-0.323128335,0.315465832,-1.024289485,0.305698563,NA
"	Gm37151",0.669606311,-0.501762351,0.542984048,-0.924083041,0.355443082,NA
"	Gm37152",0.684292196,-0.950064077,0.509281124,-1.865500274,0.062111314,NA
"	Gm37153",0,NA,NA,NA,NA,NA
"	Gm37154",0.637607068,0.370573046,0.508249107,0.729116965,0.465930118,NA
"	Gm37157",0,NA,NA,NA,NA,NA
"	Gm37158",0,NA,NA,NA,NA,NA
"	Gm37162",0,NA,NA,NA,NA,NA
"	Gm37165",0,NA,NA,NA,NA,NA
"	Gm37166",0.786200489,-0.012946398,0.541967462,-0.023887777,0.980942124,NA
"	Gm37167",0,NA,NA,NA,NA,NA
"	Gm37168",0.919110533,-0.832586301,0.550476828,-1.512482013,0.130411285,NA
"	Gm37171",0.420965518,-0.250388641,0.315310596,-0.794101577,0.4271363,NA
"	Gm37173",0.252047242,-0.252617613,0.305554527,-0.826751334,0.408378019,NA
"	Gm37175",0.263980807,-0.006805188,0.307218978,-0.022150938,0.982327554,NA
"	Gm37178",0.158293134,0,0.288286325,0,1,NA
"	Gm37179",0,NA,NA,NA,NA,NA
"	Gm37180",0.321068236,0.119835216,0.349945911,0.342439251,0.732020354,NA
"	Gm37181",0.868734398,-0.025173448,0.575952947,-0.043707473,0.965137582,NA
"	Gm37184",0.30585782,-0.199610318,0.310447633,-0.64297581,0.520239796,NA
"	Gm37189",0.357451464,-0.196143966,0.312418293,-0.627824845,0.530118689,NA
"	Gm37190",0.806724807,0.078032516,0.420444614,0.185595232,0.852762193,NA
"	Gm37192",0.192318363,0,0.294065504,0,1,NA
"	Gm37193",0.1478715,0.195727033,0.289347425,0.676442976,0.498759439,NA
"	Gm37194",0.615153876,-0.096908887,0.39361794,-0.246200381,0.805527121,NA
"	Gm37196",0.051712318,0.24916559,0.276955175,0.899660348,0.368301031,NA
"	Gm37199",0.711553852,0.075199275,0.468922062,0.160366254,0.872592571,NA
"	Gm37202",0.348425811,0.000281723,0.313427855,0.000898844,0.999282826,NA
"	Gm37205",0.767891815,-0.474481213,0.485296086,-0.977714896,0.328215352,NA
"	Gm37209",0.079452542,0,0.276955175,0,1,NA
"	Gm37210",0.21470166,-0.455038399,0.299953518,-1.517029712,0.129259183,NA
"	Gm37211",0.654029663,0.164522652,0.500003425,0.329043051,0.742123148,NA
"	Gm37212",0.74813361,-0.153335294,0.495704686,-0.30932791,0.757072103,NA
"	Gm37216",0.925305855,-0.02312088,0.580721208,-0.03981408,0.968241351,NA
"	Gm37218",0.051430246,-0.256483067,0.276955175,-0.92608151,0.354403622,NA
"	Gm37219",0.834657173,-0.00132339,0.542561308,-0.002439153,0.99805384,NA
"	Gm37220",0.308863549,-0.387664101,0.309674196,-1.251845023,0.210626341,NA
"	Gm37221",0.496134329,-0.209904931,0.321227204,-0.653446934,0.51346819,NA
"	Gm37222",0.044563425,0,0.276955175,0,1,NA
"	Gm37223",0.559564483,-0.526096839,0.418790944,-1.256227833,0.209033378,NA
"	Gm37228",0.034889117,0,0.276955175,0,1,NA
"	Gm37229",0.563668334,0.177242472,0.409271291,0.433068421,0.664965064,NA
"	Gm37230",0.314597813,-0.020927541,0.321194667,-0.06515532,0.948050335,NA
"	Gm37231",0,NA,NA,NA,NA,NA
"	Gm37235",0.158628198,-0.198897262,0.288981601,-0.688269637,0.491282998,NA
"	Gm37236",0.533817977,-0.410194164,0.331969045,-1.235639798,0.216592484,NA
"	Gm37240",0.58089735,-0.519128848,0.38836618,-1.336699421,0.181320771,NA
"	Gm37241",0,NA,NA,NA,NA,NA
"	Gm37243",0,NA,NA,NA,NA,NA
"	Gm37244",0.1016397,0.239840037,0.279307251,0.858696065,0.390508222,NA
"	Gm37245",0.1016397,0.239840037,0.279307251,0.858696065,0.390508222,NA
"	Gm37247",0.305115508,0.197446296,0.310735076,0.635416828,0.525156596,NA
"	Gm37249",0.855780251,-0.220706815,0.614403789,-0.359221116,0.719429681,NA
"	Gm37250",1.096143418,-0.265266402,0.619024356,-0.428523368,0.668270124,NA
"	Gm37252",0,NA,NA,NA,NA,NA
"	Gm37253",0.23374328,-0.387228395,0.303624472,-1.275353047,0.20218431,NA
"	Gm37256",0.409706475,-0.232554602,0.356673848,-0.65200912,0.514395289,NA
"	Gm37257",0.086319363,-0.253835061,0.277142434,-0.915901104,0.359718768,NA
"	Gm37258",1.095694334,0.398875793,0.580618123,0.686984744,0.492092342,NA
"	Gm37259",0.694636783,0.667613626,0.50170662,1.330685305,0.18329258,NA
"	Gm37260",0.445859014,-0.65823867,0.350732072,-1.876756429,0.060551485,NA
"	Gm37261",0.559399893,0.164961421,0.445821995,0.370016337,0.711370318,NA
"	Gm37263",0,NA,NA,NA,NA,NA
"	Gm37264",0.562491489,-0.307757028,0.523955225,-0.587372763,0.556953382,NA
"	Gm37265",0.400631193,-0.490982215,0.314128762,-1.562996689,0.118053374,NA
"	Gm37267",0.686916327,-0.759488687,0.525160549,-1.446202859,0.148120312,NA
"	Gm37268",0.580016197,-0.42381856,0.512062282,-0.827669944,0.407857445,NA
"	Gm37269",0.313307851,-0.637639758,0.307232446,-2.075431048,0.037946603,NA
"	Gm3727",0.085683884,0,0.276955175,0,1,NA
"	Gm37270",0,NA,NA,NA,NA,NA
"	Gm37272",0.051430246,-0.256483067,0.276955175,-0.92608151,0.354403622,NA
"	Gm37273",0.214181726,-0.427039875,0.299981238,-1.423555279,0.154575249,NA
"	Gm37278",0.286478148,-0.244972469,0.306505811,-0.799242494,0.424149816,NA
"	Gm37279",0.410532806,-0.384945637,0.315216816,-1.221209077,0.222006869,NA
"	Gm37280",0.49014804,-0.274296063,0.321288569,-0.853737386,0.393250514,NA
"	Gm37282",0,NA,NA,NA,NA,NA
"	Gm37285",0.811145264,-0.089087899,0.452634897,-0.19682066,0.843967883,NA
"	Gm37286",0,NA,NA,NA,NA,NA
"	Gm37291",0.151421878,0,0.28755358,0,1,NA
"	Gm37293",0.182100628,0.165929642,0.296885062,0.558901955,0.576228635,NA
"	Gm37294",0.680079356,-0.459975346,0.561339021,-0.819425211,0.412543856,NA
"	Gm37295",0,NA,NA,NA,NA,NA
"	Gm37297",1.059471939,-0.96900009,0.578628495,-1.674649795,0.094002963,NA
"	Gm37298",0.712451011,-0.00316125,0.562897541,-0.005616031,0.995519079,NA
"	Gm37299",0.327661025,0.217323918,0.309751081,0.701608262,0.482923497,NA
"	Gm37302",0.692206037,0.42402558,0.442727872,0.957756686,0.338185465,NA
"	Gm37304",0.999603443,-1.034595356,0.52237187,-1.980572494,0.047639236,NA
"	Gm37306",0.213281954,-0.167601178,0.299480891,-0.559638971,0.575725718,NA
"	Gm37309",0.931333402,0.099592019,0.595364114,0.167279176,0.867150388,NA
"	Gm37310",0.411745964,-0.400059415,0.315160418,-1.269383437,0.204304341,NA
"	Gm37311",0.309731079,-0.310207678,0.310500577,-0.999056687,0.317767231,NA
"	Gm37312",0.145987592,-0.009192831,0.291411334,-0.031545893,0.974834193,NA
"	Gm37315",0.788025474,-0.018311995,0.555118967,-0.032987514,0.973684544,NA
"	Gm37319",0,NA,NA,NA,NA,NA
"	Gm37321",1.084425721,-1.10287193,0.575788904,-1.915410182,0.055440214,NA
"	Gm37322",0.243104629,0,0.295724825,0,1,NA
"	Gm37323",0.736020418,0.235000255,0.498340874,0.471565282,0.637237113,NA
"	Gm37324",0.868466269,-0.170965724,0.510566231,-0.334855135,0.737734367,NA
"	Gm37326",0.570524305,0.125427283,0.495377233,0.253195494,0.800117149,NA
"	Gm37327",0,NA,NA,NA,NA,NA
"	Gm37329",0,NA,NA,NA,NA,NA
"	Gm37331",0.607941166,-0.947846358,0.487819428,-1.943027077,0.052012887,NA
"	Gm37332",0.722946977,-0.097099672,0.491846251,-0.197418749,0.843499859,NA
"	Gm37333",0.342053973,0,0.309893978,0,1,NA
"	Gm37335",0,NA,NA,NA,NA,NA
"	Gm37337",0.665611705,-0.02124,0.466036472,-0.045575832,0.963648332,NA
"	Gm37338",0.20144009,-0.328044648,0.298494367,-1.098997783,0.271769033,NA
"	Gm37340",0.154290738,-0.547735786,0.288289357,-1.899951465,0.057439489,NA
"	Gm37341",0,NA,NA,NA,NA,NA
"	Gm37343",0,NA,NA,NA,NA,NA
"	Gm37344",0,NA,NA,NA,NA,NA
"	Gm37345",0.266273135,-0.119720728,0.308228811,-0.388415111,0.697708863,NA
"	Gm37346",0,NA,NA,NA,NA,NA
"	Gm37347",0.4591689,-0.162342906,0.316345883,-0.513181664,0.607824251,NA
"	Gm37349",0.259600124,0,0.302230516,0,1,NA
"	Gm37350",0,NA,NA,NA,NA,NA
"	Gm37354",0.309145621,-0.184900635,0.310909837,-0.594708216,0.552038529,NA
"	Gm37355",0.034889117,0,0.276955175,0,1,NA
"	Gm37356",0.359009262,-0.363274257,0.312887688,-1.161037236,0.245626757,NA
"	Gm37359",0.259068284,-0.490424707,0.304759119,-1.609220781,0.107568074,NA
"	Gm37362",0.308581477,-0.63624437,0.306954094,-2.072767175,0.038193953,NA
"	Gm37363",0.667120045,-0.304422705,0.513947921,-0.592322087,0.553634929,NA
"	Gm37364",1.033299998,-0.192532509,0.488582407,-0.394063532,0.693534135,NA
"	Gm37367",0.479565103,-0.117772978,0.417604366,-0.282020467,0.777927817,NA
"	Gm37368",0.980109035,-0.167764416,0.547527927,-0.306403396,0.759297523,NA
"	Gm37371",0,NA,NA,NA,NA,NA
"	Gm37373",0.206024979,-0.15675288,0.299502953,-0.523376742,0.600712106,NA
"	Gm37374",0.207916521,-0.434155289,0.299318745,-1.450478116,0.146925237,NA
"	Gm37375",0,NA,NA,NA,NA,NA
"	Gm37376",0,NA,NA,NA,NA,NA
"	Gm37378",0.107586866,-0.465977335,0.279994686,-1.664236354,0.096065206,NA
"	Gm37381",0.476673115,-0.223513707,0.420051904,-0.532109733,0.594649997,NA
"	Gm37382",0.657414193,-0.784695465,0.391874831,-2.002413535,0.045240274,NA
"	Gm37383",0.313227906,-0.099472286,0.311304351,-0.319533876,0.749321708,NA
"	Gm37385",0,NA,NA,NA,NA,NA
"	Gm37386",0,NA,NA,NA,NA,NA
"	Gm37388",0,NA,NA,NA,NA,NA
"	Gm37389",0,NA,NA,NA,NA,NA
"	Gm37391",0.369352442,-0.36108903,0.313444697,-1.152002356,0.249320105,NA
"	Gm37393",0.815248585,-0.612057209,0.595151455,-1.028405801,0.303758981,NA
"	Gm37396",0.583913536,0.108644985,0.419195138,0.259175203,0.795500062,NA
"	Gm37398",0.71753796,0.539401725,0.48060611,1.122336388,0.26171944,NA
"	Gm37399",0.84027354,0.535058266,0.585369529,0.914052132,0.360689453,NA
"	Gm37401",0,NA,NA,NA,NA,NA
"	Gm37402",0.418740768,-0.118697834,0.386394831,-0.307193121,0.758696382,NA
"	Gm37404",0,NA,NA,NA,NA,NA
"	Gm37406",0.149624199,0,0.285145549,0,1,NA
"	Gm37408",0.504371636,-0.40480508,0.318052786,-1.272760679,0.203102978,NA
"	Gm37409",0.99617063,-0.403233489,0.581443551,-0.693504105,0.487993251,NA
"	Gm37410",0.787483518,0.113165617,0.529496962,0.213722882,0.830763166,NA
"	Gm37411",0.74058758,-0.558415253,0.404192484,-1.381557735,0.167107539,NA
"	Gm37414",0.235811752,0.143233999,0.302422661,0.473621912,0.635769547,NA
"	Gm37416",0,NA,NA,NA,NA,NA
"	Gm37422",1.041912656,-0.266735717,0.625809729,-0.426224945,0.669943942,NA
"	Gm37425",0.091045737,-0.25690255,0.277220274,-0.926709098,0.354077592,NA
"	Gm37426",0.54647601,-0.181536753,0.405230609,-0.447983813,0.654164879,NA
"	Gm37427",0.460396467,-0.436393125,0.316642995,-1.378186576,0.168145691,NA
"	Gm37429",0.745414759,-0.718737732,0.455624428,-1.577478483,0.114685469,NA
"	Gm37432",0,NA,NA,NA,NA,NA
"	Gm37434",0,NA,NA,NA,NA,NA
"	Gm37435",0.929622186,-0.719804161,0.639901919,-1.124866389,0.260645656,NA
"	Gm37437",0.445607543,-0.001103698,0.412134996,-0.002678,0.997863267,NA
"	Gm37438",0.147589428,-0.197322594,0.289385825,-0.681866824,0.495323165,NA
"	Gm37439",0.051712318,0.24916559,0.276955175,0.899660348,0.368301031,NA
"	Gm37440",0,NA,NA,NA,NA,NA
"	Gm37443",0.594550053,0.490303204,0.495766845,0.988979415,0.322673213,NA
"	Gm37444",0.302521495,-0.12108268,0.307928499,-0.39321687,0.694159311,NA
"	Gm37446",0.203108465,-0.318458409,0.299694614,-1.062609717,0.287958978,NA
"	Gm37451",0.092463599,0,0.276955175,0,1,NA
"	Gm37452",0.235346492,0.263669028,0.302194263,0.872515003,0.382927487,NA
"	Gm37454",0,NA,NA,NA,NA,NA
"	Gm37455",0.258089688,-0.122156544,0.307157522,-0.397699991,0.690851344,NA
"	Gm37457",0.840003515,1.052050401,0.550239007,1.91198804,0.055877728,NA
"	Gm37458",0,NA,NA,NA,NA,NA
"	Gm37460",0.342531874,-0.085537073,0.313503808,-0.272842216,0.784974507,NA
"	Gm37461",0.477968879,-0.597610335,0.344934166,-1.732534478,0.083178444,NA
"	Gm37462",0,NA,NA,NA,NA,NA
"	Gm37463",0.518500715,-0.488589069,0.400529417,-1.219858138,0.222518658,NA
"	Gm37464",0.30768921,-0.428638313,0.309012695,-1.387122017,0.16540456,NA
"	Gm37465",0.898685076,-1.021414172,0.588880166,-1.734502588,0.082828947,NA
"	Gm37466",0.151481418,-0.371441957,0.289890484,-1.281318214,0.200081918,NA
"	Gm37467",0,NA,NA,NA,NA,NA
"	Gm37468",0.128073468,0,0.282909819,0,1,NA
"	Gm37471",0,NA,NA,NA,NA,NA
"	Gm37473",0,NA,NA,NA,NA,NA
