gene_name,Cluster_16_Mean_TPM,Cluster_20_Mean_TPM,log10pval,log2FoldChange
Jun,33.43541498,30.59567463,-1.070579686,0.124165993
Junb,888.6386011,895.3845148,-0.509245647,-0.010898339
Jund,415.159151,402.0806519,-0.293654047,0.046066826
Kank3,2.032557929,2.214785993,-1.504346881,-0.084187496
Kansl1,43.01984493,39.29506622,-0.61354841,0.127550859
Kansl1l,7.462150108,7.189151063,-1.669969144,0.047310377
Kansl2,17.15300001,22.21302088,-7.616365309,-0.354726292
Kansl3,17.96598376,18.37320035,-2.715554679,-0.030648093
Kars,55.3058672,62.63709694,-4.625425022,-0.176582761
Kat14,10.04321967,10.49897755,-1.88654341,-0.058344734
Kat2a,15.22823007,20.16881213,-7.588140642,-0.383434655
Kat2b,8.344903428,8.460588309,-1.790515053,-0.017750146
Kat5,20.39832345,23.65198254,-5.116089457,-0.204205908
Kat6a,19.57989116,21.76018457,-4.535134144,-0.145276905
Kat6b,4.652895849,4.324590326,-1.344400269,0.086319588
Kat7,25.1041955,34.12309408,-13.02759792,-0.428138244
Kat8,19.35578899,14.38235486,-0.042658361,0.404162761
Katna1,65.95177726,54.92651164,-0.369250006,0.259590006
Katnal1,1.952607378,2.539151324,-1.769651759,-0.261413921
Katnb1,22.60311208,26.42998537,-8.115443149,-0.216776761
Katnbl1,16.30494851,22.38812939,-11.17432118,-0.43459183
Kbtbd11,22.2741099,18.68118084,-0.270424848,0.241909212
Kbtbd2,16.5409665,14.95551821,-1.498547236,0.136672777
Kbtbd3,8.133970644,7.756517503,-1.36237058,0.060884934
Kbtbd4,13.03595354,11.47052457,-1.42496352,0.170604925
Kbtbd7,3.315803446,2.822002749,-0.299060255,0.175300346
Kbtbd8,2.122567216,1.970777907,-0.389193299,0.071891873
Kcmf1,30.91041001,35.50150166,-4.520893505,-0.193928671
Kcnab2,81.91799013,78.34944805,-0.277689816,0.063464959
Kcnj8,2.125352962,1.54192558,-0.233228373,0.298097337
Kcnk5,10.18566319,8.968282792,-1.248922768,0.166233894
Kcnk7,5.818526292,5.795735986,-1.520987759,0.004830154
Kcnn4,106.1563374,108.644761,-0.909767162,-0.033119704
Kcnq1ot1,20.79802682,22.24870408,-2.737210127,-0.092952753
Kctd10,36.92839997,30.13190392,-0.007670182,0.284884703
Kctd12,3.299830176,2.781361865,-0.079726789,0.185373764
Kctd13,10.46206373,12.19255874,-4.956518198,-0.202857584
Kctd18,12.58524257,10.58924363,-1.298169888,0.229253914
Kctd2,11.34385091,9.028624026,-1.129224346,0.299668867
Kctd20,22.35672124,24.24233794,-4.057428594,-0.112007772
Kctd3,6.337083898,6.509486271,-1.753320113,-0.033507433
Kctd5,25.9168831,26.11198562,-2.005417013,-0.010419417
Kctd6,2.650631135,3.751082845,-2.373559251,-0.380110459
Kctd9,5.56876199,10.79643617,-12.92090182,-0.844657674
Kdelc1,3.2209862,3.059564764,-0.379229695,0.056255052
Kdelc2,2.718507962,3.038545183,-0.75704383,-0.119111819
Kdelr1,63.76900951,61.9089517,-0.350235254,0.04203836
Kdelr2,59.68358334,76.83095133,-12.32362832,-0.359037713
Kdm1a,27.99824317,28.3018633,-3.593215889,-0.01502691
Kdm1b,6.642752631,6.923867508,-3.076265981,-0.052112422
Kdm2a,30.39694598,29.27247039,-3.038962903,0.052617822
Kdm2b,36.19143413,52.70051205,-14.2387185,-0.529965464
Kdm3a,10.26809211,9.224084795,-2.403959574,0.140271555
Kdm3b,7.252280539,8.798298577,-3.59282576,-0.247738388
Kdm4a,13.15029464,10.90293932,-0.56309545,0.249514216
Kdm4b,5.491977903,4.292138405,-0.519739452,0.294807297
Kdm4c,8.022624736,8.959499615,-3.089708727,-0.142526077
Kdm5a,45.42049142,37.16134324,-0.239580444,0.282649842
Kdm5b,11.38467454,4.663499634,-2.952957773,1.128790241
Kdm5c,21.09537428,18.28708438,-1.741673732,0.196109301
Kdm6a,23.47695477,19.20064163,-0.224155663,0.277022963
Kdm6b,49.41003419,51.2179674,-2.101135082,-0.050835369
Kdm7a,21.91124958,15.45278449,-0.07580551,0.477724377
Kdm8,5.139299692,4.289462432,-0.54975911,0.214952989
Kdsr,14.1670336,11.64871651,-0.247571714,0.261947949
Keap1,49.22665367,47.92965779,-1.431791218,0.037743966
Khdrbs1,146.0287601,148.3543168,-0.958022806,-0.022640551
Khk,9.844940715,8.842247566,-1.742033609,0.139962456
Khnyn,8.229168682,7.321251256,-0.684149211,0.149400222
Khsrp,12.90301647,21.70992722,-14.41003265,-0.707925151
Kidins220,12.29275742,11.38408762,-1.830409815,0.102152821
Kif11,9.666020153,56.08483207,-109.0854789,-2.420085501
Kif13b,2.320304355,2.054874716,-0.469790199,0.120202277
Kif14,2.560302458,9.831339502,-24.28016798,-1.605139958
Kif15,7.376084356,32.5706353,-59.78555771,-2.002851962
Kif16b,3.687978675,3.809531486,-1.460734213,-0.036930355
Kif18a,4.786435345,14.42734971,-34.04270085,-1.414743466
Kif18b,2.392395439,10.66537273,-27.19311028,-1.781856151
Kif1b,5.130462617,6.760149801,-5.317021534,-0.340088556
Kif1bp,12.65468442,11.5410817,-1.382402086,0.122734182
Kif1c,7.086425144,7.336326454,-1.869955673,-0.04390972
Kif20a,8.779646414,37.12078513,-60.7628478,-1.962723623
Kif20b,5.911860234,32.88187372,-66.12713816,-2.29336771
Kif21b,31.24145104,33.40024023,-4.467661145,-0.093501965
Kif22,15.41556005,82.66048992,-118.503467,-2.349482475
Kif23,10.24712262,46.21367654,-72.71593647,-2.069648871
Kif2a,36.0466635,46.59568036,-9.173731025,-0.361487028
Kif2c,4.702622449,27.52057308,-62.78178002,-2.322305546
Kif3a,2.352558841,1.715971297,-0.005126227,0.30379442
Kif3b,7.627753274,7.557210589,-2.312892466,0.011844326
Kif3c,2.774084489,2.544403883,-0.299146006,0.090583713
Kif4,5.604314129,31.28563899,-61.9128806,-2.289411933
Kif5b,103.1798443,110.8693854,-2.527740045,-0.102739091
Kifap3,1.36222307,1.836461666,-1.67150803,-0.263947159
Kifc1,8.83780315,43.22771252,-75.97283699,-2.168542534
Kifc5b,2.411768969,9.134114403,-22.05050634,-1.570628159
Kin,30.39975799,32.78366482,-5.135471015,-0.105572399
Kiz,3.31030731,3.927975978,-2.284491659,-0.193204491
Klc1,15.94537415,18.62340069,-4.754496553,-0.211683587
Klc2,4.662802085,4.746110681,-0.942063069,-0.021069674
Klc3,14.83684194,10.40093306,-0.139044549,0.474132773
Klc4,3.843951843,2.748034442,-0.078598476,0.370050312
Klf10,19.15891318,20.1595701,-4.462545078,-0.069892455
Klf11,6.632458256,7.780726918,-3.650995748,-0.202192585
Klf13,108.3117861,91.88390606,-1.051569301,0.234948413
Klf16,13.67441156,14.08729084,-2.249542514,-0.040031118
Klf2,117.0534851,100.8888213,-0.384024932,0.212444858
Klf3,46.29099775,26.6237328,-4.447301504,0.775657296
Klf4,2.855831722,3.712332937,-1.667642971,-0.289399382
Klf6,129.2758489,125.6550265,-1.234814685,0.040665322
Klf7,30.54703795,23.81707812,-0.15719797,0.346171285
Klf9,3.702949642,3.721295963,-1.232721563,-0.005617039
Klhdc1,10.43550979,7.647296587,-0.481268417,0.403199604
Klhdc10,7.372121348,10.74317013,-8.030004329,-0.488156796
Klhdc2,25.21579031,26.20980224,-4.035207707,-0.053690433
Klhdc3,16.61526298,16.08932278,-3.756770002,0.043730786
Klhdc4,29.62772083,36.93818376,-7.94773107,-0.308812601
Klhl11,2.14674387,2.74719841,-2.366498506,-0.251952614
Klhl12,8.299901844,7.492554363,-1.383223662,0.131016941
Klhl15,7.51886472,7.816027771,-2.706906214,-0.049467588
Klhl18,6.915845811,5.828328755,-1.097449375,0.213210991
Klhl2,5.787606516,6.238844406,-1.778203661,-0.092856474
Klhl20,8.627547941,7.395675457,-0.841232103,0.197522003
Klhl21,5.992560827,6.6545379,-3.279008073,-0.130494387
Klhl22,4.084208232,5.244610856,-2.879012937,-0.296588551
Klhl24,6.810328047,4.352012215,-0.022789608,0.545301737
Klhl25,19.30880534,18.58816549,-1.799712651,0.052123087
Klhl26,3.851107555,3.423146094,-0.374454569,0.133241272
Klhl28,4.503753123,5.27355738,-2.184198396,-0.188867988
Klhl36,10.61793926,10.93971904,-2.763200282,-0.039414696
Klhl42,4.489338906,4.456884521,-0.875255622,0.008554899
Klhl5,5.035707869,5.337772447,-1.740764269,-0.070452881
Klhl6,79.92516105,57.00942438,-3.273335969,0.480301028
Klhl7,2.042872286,2.34356494,-1.30479614,-0.135953355
Klhl9,11.148578,11.04894508,-4.016601328,0.011880615
Klk8,121.3920014,84.54789911,-7.103399844,0.516704947
Klra3,1.362820545,1.321539809,-0.762309157,0.025428042
Klrb1c,1.994175488,1.554494497,-0.103820158,0.229120952
Klrb1f,2.207188192,3.178352964,-3.1485872,-0.381625357
Klrc1,112.560667,114.9642534,-0.86273559,-0.030216928
Klrc2,27.59113351,26.07198459,-1.735385494,0.078767165
Klrd1,388.7469769,269.3139651,-13.81822691,0.527901785
Klre1,4.300253914,3.598024319,-0.513905655,0.205047379
Klrg1,9.963418096,12.14413985,-3.09323113,-0.261722074
Klrk1,72.76842872,69.51596671,-1.679041825,0.065053547
Kmt2a,21.15962091,28.29679251,-10.28168295,-0.402809522
Kmt2b,11.89805806,11.87331815,-2.626960279,0.002769906
Kmt2c,14.26184281,18.04140805,-7.191590237,-0.319210992
Kmt2d,14.23372153,14.00589037,-2.707678459,0.021739506
Kmt2e,93.87580911,95.52584596,-1.017704523,-0.024875009
Kmt5a,24.12509487,50.22064255,-36.99015793,-1.027596308
Kmt5b,16.53493253,15.23913953,-1.701539927,0.11075669
Kmt5c,7.700712641,10.31321004,-4.634795842,-0.378802865
Knl1,6.69358806,31.25377808,-59.93576877,-2.067739672
Knop1,31.25736448,33.84510082,-3.061361908,-0.111327258
Knstrn,53.85615069,68.80594305,-9.440826401,-0.347696478
Kntc1,2.926015298,11.64599211,-25.08091691,-1.687542525
Kpna1,25.52843089,29.97963922,-7.296921205,-0.223780998
Kpna2,21.71925306,118.4346439,-116.8098023,-2.394234064
Kpna3,20.18506888,30.90533854,-14.7162255,-0.590750023
Kpna4,56.50446668,51.89616924,-0.223075895,0.120510777
Kpna6,10.95711741,10.28245843,-0.746823358,0.083788168
Kpnb1,53.70609593,80.5601238,-19.75458865,-0.576162363
Kptn,23.3241468,20.41371661,-0.647944064,0.183853987
Kras,72.99836712,82.69439509,-3.942050632,-0.177637575
Krba1,2.590649078,2.481603134,-0.553419615,0.044492902
Krcc1,84.36346217,82.21727575,-0.325058998,0.03673563
Kremen1,4.812699997,5.166335917,-1.72501856,-0.085205033
Kremen2,11.23188108,12.10918411,-3.960958048,-0.099931613
Kri1,12.97657513,14.21030989,-4.407343853,-0.122038665
Krit1,75.50781387,59.75596341,-1.446431436,0.332581079
Krr1,16.68933164,17.10362807,-3.031956794,-0.033399311
Krt10,1.918907088,2.253489682,-1.132992817,-0.156559689
Krt83,1.318234422,1.383678613,-0.380196817,-0.040163272
Krtcap2,432.3197424,458.3199075,-3.099746685,-0.084067345
Krtcap3,7.625827712,7.015454481,-1.345979983,0.105878576
Ksr1,7.0698422,7.562613847,-2.596988693,-0.085510802
Kti12,40.17784627,38.31796546,-0.702728693,0.066679704
Ktn1,15.51968939,12.76610168,-0.648495492,0.263066489
Kxd1,106.7671968,85.43220583,-2.50440903,0.318277219
Kyat1,4.105452784,2.486679997,-0.400794415,0.550184953
Kyat3,3.464846063,2.863498475,-0.231342724,0.208702607
L1cam,3.518242601,3.738044622,-1.383593609,-0.068530049
L2hgdh,2.836742951,3.381509345,-1.48652665,-0.191545824
L3mbtl2,16.02485672,17.51134833,-4.453128416,-0.120767326
L3mbtl3,11.77607761,7.962937825,-0.147799124,0.511401388
Lactb,23.72504544,23.01910488,-3.190029982,0.041790785
Lactb2,13.8393073,13.30113309,-2.201212527,0.053294291
Lag3,91.91910704,77.75441328,-0.204844126,0.238614517
Lage3,55.38970814,67.39353982,-6.66488739,-0.278428185
Lair1,18.92562504,21.22590899,-4.638120347,-0.157617443
Lamb3,45.30996949,27.58259028,-3.43712414,0.696186141
Lamc1,7.517409379,8.237268894,-2.055101178,-0.117051672
Lamp1,116.7006499,104.495363,-0.483636064,0.1579427
Lamp2,27.00178504,21.57965916,-0.270224415,0.310495089
Lamtor1,135.8454199,148.5350891,-2.779252312,-0.12793691
Lamtor2,156.2007162,126.6714552,-3.699360922,0.300171787
Lamtor3,57.55762623,62.81468479,-2.652780938,-0.124031378
Lamtor4,223.1771133,192.3656258,-3.031310948,0.213307645
Lamtor5,204.6846135,182.5314113,-1.829807947,0.164406874
Lancl1,6.919979589,8.714999329,-5.246068614,-0.294717184
Lancl2,4.715332755,7.10679923,-6.254396783,-0.504294918
Lancl3,2.382886005,1.802815403,-0.036481677,0.271377833
Lap3,22.89157885,33.8210525,-13.56145163,-0.543457614
Laptm4a,45.24161389,43.59082404,-1.218289765,0.05244489
Laptm5,704.9479991,543.9887616,-30.91289625,0.373335437
Larp1,36.43124229,51.50216557,-14.09808431,-0.488134001
Larp1b,12.54201412,18.91386116,-10.49176945,-0.556330649
Larp4,14.8694221,14.84608744,-3.657592974,0.002122924
Larp4b,40.398292,53.26854148,-7.72202939,-0.390544889
Larp7,65.12731919,82.57197779,-9.638118365,-0.337772863
Lars,21.33496218,24.4898319,-6.002049193,-0.190618047
Lars2,7.587378831,8.625676397,-3.11255698,-0.164670085
Las1l,28.43246843,29.06191198,-2.106755405,-0.030528227
Lasp1,76.99421016,74.74005144,-0.521356638,0.042310629
Lat,930.355582,891.16205,-0.978380289,0.062026298
Lat2,11.87912021,8.358038079,-0.134565726,0.46075604
Lats1,7.622016947,7.084405799,-1.461519142,0.092883658
Lats2,8.519092068,7.774385158,-1.035377555,0.11752594
Lax1,61.54049156,53.63620501,-0.308655629,0.19493328
Lbh,80.28214621,82.04715575,-1.141249462,-0.030992263
Lbhd1,3.420475502,2.046294983,-0.288095473,0.537145916
Lbr,126.693786,176.1230115,-20.3219487,-0.472063336
Lck,585.4243415,591.5142525,-0.563767637,-0.014904869
Lclat1,2.36112966,2.854633856,-1.991314674,-0.19764763
Lcmt1,29.86454382,29.07714289,-1.865108744,0.03728294
Lcmt2,7.919432926,7.36040248,-0.981699616,0.093379593
Lcn4,27.31375709,14.86747401,-1.467165411,0.835430721
Lcor,7.132502806,8.514030492,-3.49062083,-0.226357234
Lcorl,4.500327702,5.352685009,-2.045651279,-0.207848911
Lcp1,581.4700038,570.7402792,-0.068208565,0.026823823
Lcp2,131.0294226,128.1502872,-0.435456506,0.031808617
Ldah,21.33373995,17.23315778,-0.61216356,0.29266042
Ldb1,39.56417862,47.92393832,-6.142783535,-0.270334268
Ldha,1166.020876,1297.416444,-10.09808919,-0.153922808
Ldhb,1.556531596,1.875445562,-1.223578823,-0.169597669
Ldlr,11.50605851,10.96884499,-1.712944991,0.063343234
Ldlrad4,13.58196329,13.5494326,-2.293241026,0.003222083
Ldlrap1,10.11614434,12.12094149,-4.187861309,-0.239214772
Lef1,81.14651451,65.13766621,-1.264772169,0.312727224
Lemd2,11.55457911,12.57424573,-3.243519787,-0.112658372
Lemd3,7.118906285,8.108316886,-5.109432329,-0.165899093
Leng1,16.37876295,15.38263264,-1.707248705,0.08515818
Leng8,21.17600313,16.04920349,-0.580404737,0.379295025
Leng9,7.354304204,5.866945148,-0.259437703,0.282851237
Leo1,15.99032386,18.04039686,-5.772706056,-0.164350197
Lepr,1.803760621,2.439461068,-0.830837232,-0.294819345
Leprot,35.17153571,31.38096612,-0.663230144,0.15970882
Leprotl1,236.1275872,239.9232131,-0.897349005,-0.022909891
Letm1,56.75872031,67.47855643,-5.257776704,-0.245613511
Letm2,2.535760122,1.901659537,-0.20779066,0.285142148
Letmd1,20.71320375,15.63820335,-0.039656255,0.384072955
Lfng,96.99230202,81.01038669,-0.727314405,0.25686178
Lgals1,4156.035066,4190.521608,-0.547169721,-0.011919149
Lgals3,156.825053,201.4055723,-9.383195415,-0.358922773
Lgals3bp,86.8378777,73.88523973,-0.402582517,0.230161813
Lgals4,15.3886261,14.05845853,-1.214840537,0.122120819
Lgals8,19.89481676,15.62051104,-0.449803073,0.330180365
Lgals9,133.6779383,103.7358318,-5.956183136,0.362758445
Lgalsl,8.01260944,9.95836062,-4.632791901,-0.282015208
Lias,18.70108654,20.96359442,-4.882355638,-0.156838977
Lif,1.201940294,1,-0.61586224,0.13877535
Lig1,72.90218432,195.6330738,-98.76217386,-1.411817092
Lig3,6.026811923,6.295084854,-2.157693204,-0.054054475
Lig4,1.647932522,1.510921246,-0.304755771,0.076649578
Lilrb4a,18.76971218,13.86767933,-0.424221658,0.41111239
Limd1,30.50706708,32.93810086,-3.326717527,-0.107230372
Limd2,561.7193004,435.4525609,-15.26546395,0.366590594
Lime1,8.170831176,6.190845179,-0.046969167,0.350891147
Limk1,12.48920746,9.015659445,-0.112151711,0.429548174
Limk2,22.99867418,21.06877056,-0.78869732,0.120948446
Lims1,43.76350892,44.43586618,-3.031844868,-0.021508452
Lin37,29.61076851,26.28127897,-0.743303385,0.166127985
Lin52,5.946503934,4.906006716,-0.9715877,0.234104078
Lin54,10.87247241,22.065041,-23.75189329,-0.958087453
Lin7c,36.78581535,28.24301165,-0.360669652,0.369752856
Lin9,6.058997522,15.98351827,-20.6393518,-1.266600136
Lins1,2.639738376,3.259379181,-1.308496326,-0.226808415
Lipa,18.51989637,11.3521384,-0.754267426,0.660184571
Lipe,3.018760846,3.134882535,-1.019082769,-0.041095619
Lipo3,2.799056468,2.408935653,-0.162676892,0.156319789
Lipt1,1.756224492,1.900045979,-0.40631391,-0.073382375
Lipt2,1.065667673,2.064120385,-3.943437072,-0.56886481
Litaf,41.31251404,42.94512205,-2.275556999,-0.054618626
Llgl1,9.70073827,10.55216008,-3.380917596,-0.110452304
Llgl2,4.699937036,4.100507903,-0.784848151,0.160305067
Llph,196.245811,176.2131654,-1.861905043,0.154508874
Lman1,26.51135268,28.95747599,-5.135471015,-0.122889001
Lman2,191.5014596,218.2467924,-5.462299836,-0.187686351
Lman2l,8.242831332,7.272762958,-0.969056404,0.159965611
Lmbr1l,22.04426866,19.47919611,-1.318641472,0.170248897
Lmbrd1,18.90438126,11.8651569,-0.281144545,0.629616974
Lmf1,6.469572827,6.81908173,-2.125359484,-0.065973448
Lmf2,17.96120138,31.62220219,-20.336745,-0.782803799
Lmna,2.832305401,5.887301728,-5.268860918,-0.845726346
Lmnb1,110.3402316,271.9487735,-119.6157796,-1.293655224
Lmnb2,6.176448343,13.32780415,-15.82260761,-0.997475593
Lmo4,10.29313891,15.4697971,-9.791743747,-0.544376245
Lmtk2,3.464497569,4.769022529,-2.905997703,-0.369829073
Lmtk3,2.386337639,2.735922526,-1.544497305,-0.141738711
Lncpint,16.15678776,13.01155688,-0.664685019,0.292162196
Lnpep,14.21765039,12.137264,-1.52267568,0.212080776
Lnpk,13.30263847,19.84839108,-12.19028091,-0.54365474
Lnx2,8.319106566,7.628750017,-1.288302485,0.111040067
Lockd,65.34884867,103.3547975,-27.72101493,-0.65335359
Lonp1,16.16618215,27.48828279,-18.1244636,-0.73079945
Lonp2,36.57325143,28.20702751,-0.225575089,0.363390428
Loxl2,2.702209887,5.561240698,-5.790864793,-0.82558196
Lpar2,3.265805114,5.283013649,-6.197814687,-0.558638657
Lpar6,10.58545298,7.341602753,-0.020983493,0.473917938
Lpcat1,8.120835686,10.84631954,-5.157618132,-0.377200986
Lpcat3,21.98292163,22.31518167,-2.921156549,-0.020707463
Lpcat4,12.90924022,14.72054378,-4.673260783,-0.176607506
Lpgat1,10.6103003,12.1848901,-3.845272068,-0.183480258
Lpin1,9.202892383,8.820170792,-1.787323975,0.055158174
Lpin2,11.27611627,13.89304833,-6.345108815,-0.278784862
Lpp,9.801196281,8.095899917,-0.248026161,0.247902821
Lppos,17.85671228,12.84078735,-0.216580484,0.446152145
Lpxn,192.7753128,186.6874541,-0.109272661,0.046052565
Lrba,9.04661459,11.22995322,-5.569348794,-0.283709447
Lrch1,13.34860407,15.31505707,-5.080507076,-0.185293645
Lrch3,9.555177149,12.45879363,-7.536632257,-0.350598309
Lrch4,23.61197011,29.54254824,-7.907010365,-0.311460289
Lrif1,16.35869232,17.97696371,-3.18504178,-0.128590912
Lrig2,3.732679028,4.268787004,-2.294471854,-0.154813777
Lrmp,90.72633785,81.24685573,-0.407639724,0.157375516
Lrp10,124.3051907,120.1582349,-0.018097842,0.048553714
Lrp6,6.049184272,4.61388926,-0.31012217,0.328455714
Lrp8,2.644511241,4.852167649,-6.120588829,-0.683245749
Lrpap1,38.1871902,34.19451074,-0.330889517,0.155031702
Lrpprc,10.5190213,13.82571277,-7.938535466,-0.364083321
Lrr1,4.347027873,23.82107246,-56.5192935,-2.21475635
Lrrc1,2.710888682,3.152288288,-1.471416597,-0.162141887
Lrrc14,4.815689752,7.56393918,-6.585046563,-0.558324242
Lrrc20,1.29830461,2.047275916,-1.774288479,-0.406950114
Lrrc24,10.18770228,7.171966457,-0.067302021,0.453158579
Lrrc28,6.857810081,7.445143172,-3.122565981,-0.103994582
Lrrc40,7.980988865,11.91281368,-11.08836124,-0.523857187
Lrrc41,16.64114403,15.66002885,-1.353063783,0.082553224
Lrrc42,13.3694487,17.64603861,-8.27021598,-0.375864447
Lrrc45,7.426290089,7.182842809,-1.521318274,0.042295446
Lrrc47,29.1695048,31.42789757,-3.691708737,-0.104144475
Lrrc57,11.88457515,12.64367054,-2.825520417,-0.082586856
Lrrc58,357.1032256,318.1887469,-3.151410033,0.165965724
Lrrc59,88.33501066,101.3980023,-5.756491879,-0.196889982
Lrrc61,6.609248084,4.797156022,-0.204213773,0.392408585
Lrrc8a,8.16567943,6.609164746,-0.56872903,0.26850373
Lrrc8b,3.733344302,4.483184739,-2.626712364,-0.212154215
Lrrc8c,40.92396742,42.66930352,-1.538866416,-0.058844271
Lrrc8d,10.61937829,10.85026942,-2.228819791,-0.028386983
Lrrcc1,7.639022682,10.3999308,-5.54247684,-0.40008505
Lrrfip1,194.1018771,184.6610512,-0.011735285,0.071556466
Lrrfip2,14.36030337,17.26847978,-4.88266846,-0.250149875
Lrrk1,31.17148478,21.64468367,-0.308655629,0.506610135
Lrwd1,48.80088259,51.09191545,-2.407978131,-0.064888176
Lsg1,24.47796,22.55644523,-2.523269022,0.11312792
Lsm1,93.26350623,100.3139235,-2.828035272,-0.104061207
Lsm10,34.19164114,32.32434427,-1.24190037,0.078656307
Lsm11,19.52562067,32.58963244,-19.97019695,-0.71059016
Lsm12,89.8803405,96.66450867,-2.904381246,-0.103866141
Lsm14a,83.66315705,85.69419695,-1.725395387,-0.03420114
Lsm14b,10.33463562,10.54646393,-2.184396795,-0.026713086
Lsm2,95.37750366,188.449297,-70.00474706,-0.975043448
Lsm3,96.27925587,199.0408087,-88.96644427,-1.040090244
Lsm4,509.3606135,527.3631117,-1.721193698,-0.050012752
Lsm5,347.4097376,380.8141817,-6.086331975,-0.132085744
Lsm6,239.4835118,296.1114728,-17.34854931,-0.305066333
Lsm7,59.12707443,73.89836536,-6.939901157,-0.316919469
Lsm8,99.85838758,157.3128778,-35.3902481,-0.650447549
Lsp1,882.929581,705.7425404,-26.42672095,0.32274669
Lsr,3.034559222,2.927763709,-1.194631671,0.038702926
Lss,11.75870906,13.89905129,-4.545941214,-0.223738106
Lst1,12.58309421,8.926133848,-0.373613967,0.452508347
